"n","p","test","R_time","time_median","time_p10","time_p90","mem_median","mcse_time"
20000,8,"Pulkstenis-Robinson",30,0.0226010000002361,0.0160107100000232,0.0326015100001541,10947960,0.00119814516190404
50000,8,"Pulkstenis-Robinson",10,0.0376039500000616,0.0348970300001156,0.0469164500000033,26049400,0.00183606993264237
200,16,"Pulkstenis-Robinson",30,0.00294550000023719,0.00231667000020934,0.00481235000024754,160840,0.000174318127955181
500,16,"Pulkstenis-Robinson",30,0.00342595000017809,0.00217091000010896,0.00406936000019869,370504,0.000135154593593668
1000,16,"Pulkstenis-Robinson",30,0.0044497000001229,0.00260423999998238,0.00731349000011506,732232,0.000513355245585251
2000,16,"Pulkstenis-Robinson",30,0.00720855000020038,0.00376229000014519,0.0109111800001528,1455688,0.000679224167804597
5000,16,"Pulkstenis-Robinson",30,0.00935240000012528,0.00623706000005768,0.011556770000243,4068424,0.000361141861403498
10000,16,"Pulkstenis-Robinson",30,0.0173582000001034,0.0105833900000562,0.0232134399999723,8128072,0.000836424051347954
20000,16,"Pulkstenis-Robinson",30,0.0298539000001483,0.0201602100002902,0.038024560000008,16247368,0.0013732780327691
50000,16,"Pulkstenis-Robinson",10,0.0515363000001798,0.0481158300000743,0.0615034999999807,38245952,0.00492709810613351
200,32,"Pulkstenis-Robinson",30,0.00383815000009236,0.00235456000009435,0.0056223500000442,267848,0.000253477220518069
500,32,"Pulkstenis-Robinson",30,0.00447040000017295,0.00287435000004734,0.00544595000019399,606280,0.000201376417259668
1000,32,"Pulkstenis-Robinson",30,0.00640640000005988,0.00339245999982722,0.00807620000000498,1193544,0.000476047056232748
2000,32,"Pulkstenis-Robinson",30,0.00984290000008059,0.00480100000017956,0.020475230000011,2368072,0.000865267452384469
5000,32,"Pulkstenis-Robinson",30,0.0140220500001078,0.00879771000020355,0.0177965300001461,6727240,0.000685969450190403
10000,32,"Pulkstenis-Robinson",30,0.023105950000172,0.0151754700002129,0.027871720000121,13435464,0.000889859895337949
20000,32,"Pulkstenis-Robinson",30,0.0372725500000115,0.0284608300001082,0.0559401800001524,26851908,0.00708739774054047
50000,32,"Pulkstenis-Robinson",10,0.0674489000000449,0.0626405800002431,0.0849566100001084,62644772,0.00274332102957367
200,4,"Stukel",30,0.00192985000023782,0.0015822200002276,0.00306452000008904,72184,0.000171198287565918
500,4,"Stukel",30,0.00187640000012835,0.0011924300003102,0.0027028700000983,176584,0.000106519734928254
1000,4,"Stukel",30,0.00261170000010225,0.00119507000024441,0.00411931000023742,350584,0.000519673231708978
2000,4,"Stukel",30,0.00333225000019866,0.00134230000014668,0.00446342000013829,698584,0.000292855741198036
5000,4,"Stukel",30,0.00270860000023277,0.00170292000020709,0.00365569000005052,1742584,0.000126288731797911
10000,4,"Stukel",30,0.00387230000012551,0.00290920000018105,0.00585889000017232,3482584,0.000351669621131605
20000,4,"Stukel",30,0.00737495000021227,0.00467800000014904,0.0156117100002348,6962584,0.000909917937744488
50000,4,"Stukel",10,0.0083946500002412,0.00708415000008245,0.0192097600001944,17402584,0.00321948967814721
200,8,"Stukel",30,0.00202690000014627,0.00168357000018204,0.002739040000165,91656,0.000101628405767555
500,8,"Stukel",30,0.00226825000015651,0.00150941000008515,0.00307268000021849,224856,0.000119221183966006
1000,8,"Stukel",30,0.00261325000008128,0.00126971000020148,0.00369854000014129,446856,0.000228836887317899
2000,8,"Stukel",30,0.00380574999996952,0.00165395000014996,0.00481797000018105,890856,0.000327045269904987
5000,8,"Stukel",30,0.00320475000012266,0.00200109000006705,0.00462893000005807,2222856,0.000250394355361116
10000,8,"Stukel",30,0.00464595000016743,0.00283796000014718,0.00800429000012173,4442856,0.000472156215506815
20000,8,"Stukel",30,0.00699815000018589,0.00444592000008015,0.0124271900000167,8882856,0.000545394812912555
50000,8,"Stukel",10,0.0110871499999803,0.00936216000020522,0.0206322000000454,22202856,0.00665356159847008
200,16,"Stukel",30,0.00251010000010865,0.00190926000016133,0.00371175000004769,131160,0.000139246706352028
500,16,"Stukel",30,0.00247665000017605,0.00145910000023833,0.00398179000026176,321960,0.000247887724068242
1000,16,"Stukel",30,0.00327825000010762,0.00166971000003287,0.00520298000024013,639960,0.000491501968663412
2000,16,"Stukel",30,0.00380170000016733,0.00162478000006558,0.00492053000014039,1275960,0.000428243919920719
5000,16,"Stukel",30,0.00426385000014306,0.00255336000022907,0.00544457000014517,3183960,0.000219666647569694
10000,16,"Stukel",30,0.00667420000024777,0.00395981000015127,0.00935060000008434,6363960,0.000559797080622977
20000,16,"Stukel",30,0.0102256000001262,0.00581709000014144,0.0191155499999923,12723960,0.000965153542663876
50000,16,"Stukel",10,0.0219998000001169,0.0142519000002039,0.0324425700001939,31803960,0.00275419277572076
200,32,"Stukel",30,0.00270005000004403,0.00178435000013905,0.0041477600001599,216328,0.000256343661970517
500,32,"Stukel",30,0.00287155000012263,0.00186380000020563,0.00377109999999447,522328,0.00014927841354246
1000,32,"Stukel",30,0.00511400000027606,0.00193205000005036,0.00755559000028825,1032328,0.000460411795644252
2000,32,"Stukel",30,0.00490215000013449,0.00238079000002927,0.00717375000015181,2052328,0.000341515274097533
5000,32,"Stukel",30,0.0062217000001965,0.00327648000022691,0.00913947000015015,5112328,0.000780151062775593
10000,32,"Stukel",30,0.00970795000012004,0.00581007000005229,0.0179774300000418,10212328,0.00091388317082303
20000,32,"Stukel",30,0.0203056500001821,0.0106980300000259,0.030986570000232,20412328,0.00138746265626977
50000,32,"Stukel",10,0.0393883500001948,0.0239638200000854,0.153986079999981,51012328,0.017830553146159
200,4,"Tsiatis",30,0.003442100000143,0.00272176000003128,0.00518157000010434,189216,0.000399328775023821
500,4,"Tsiatis",30,0.00387915000010253,0.00258473000010326,0.00605950000006033,424912,0.000380739107213241
1000,4,"Tsiatis",30,0.00592620000020361,0.00335436000023037,0.00725267000018448,819104,0.000375659562848113
2000,4,"Tsiatis",30,0.00882000000024163,0.0044003500001736,0.0111717900002077,1607488,0.000453506947251875
5000,4,"Tsiatis",30,0.0152169000002686,0.0103812500000913,0.0195471100001896,4021792,0.000639090170608185
10000,4,"Tsiatis",30,0.0300017500001104,0.0199839899999915,0.0447210700001051,8012864,0.00167516926148029
20000,4,"Tsiatis",30,0.0687583500000528,0.0495633000000908,0.0900853200001848,15995008,0.00332085525342511
50000,4,"Tsiatis",10,0.178541850000101,0.147684710000112,0.218666640000061,39679296,0.00966025107071083
200,8,"Tsiatis",30,0.00387380000006487,0.00303176000013536,0.00863982000016676,245104,0.000448722496935693
500,8,"Tsiatis",30,0.00473785000019688,0.002994930000159,0.0120981700001948,548000,0.000656750150014712
1000,8,"Tsiatis",30,0.00814710000008745,0.00445404000026883,0.0126320899999882,1054192,0.000558155476508453
2000,8,"Tsiatis",30,0.0125378500000579,0.00808691000013368,0.0188252900001771,2066576,0.00089371463049598
5000,8,"Tsiatis",30,0.0273689000000558,0.0224010300001055,0.0350290000001678,5152880,0.000956573845959075
10000,8,"Tsiatis",30,0.0710843000001659,0.0487795600000482,0.0944354600001361,10263952,0.00342424085877286
20000,8,"Tsiatis",30,0.170069050000166,0.135409490000188,0.20528303000026,20486096,0.0075303882867147
50000,8,"Tsiatis",10,0.43585765000023,0.281543310000189,0.47918753000024,50890384,0.0257662121557883
200,16,"Tsiatis",30,0.00459400000011101,0.00312806000029013,0.00735898000016277,362176,0.000305190469201529
500,16,"Tsiatis",30,0.00567930000022443,0.00394617000015387,0.00752612000019326,799472,0.000402646775938911
1000,16,"Tsiatis",30,0.0109532000001309,0.00626233000002685,0.0164893100002473,1529664,0.000805402382412552
2000,16,"Tsiatis",30,0.0177642000002151,0.0113992900002131,0.0261308300000564,2990048,0.00120713736788849
5000,16,"Tsiatis",30,0.0479094500001338,0.0315374000001385,0.0593830400002844,7420352,0.00177549589471792
10000,16,"Tsiatis",30,0.131596950000017,0.0855824200001962,0.154000640000049,14771424,0.00435210037372839
20000,16,"Tsiatis",30,0.310221450000199,0.179116970000336,0.380433050000283,29473568,0.0146077935453788
50000,16,"Tsiatis",10,0.759191650000161,0.506534079999983,0.8000616300003,73317856,0.0618599577524784
200,32,"Tsiatis",30,0.00565190000008897,0.00400823000006767,0.0067938300001515,652728,0.000219175219458951
500,32,"Tsiatis",30,0.0079144000001179,0.00591104000016003,0.0100377800001752,1358824,0.000281063639887767
1000,32,"Tsiatis",30,0.0153715000001284,0.00997250000025356,0.0235671600001979,2537016,0.00106472097589247
2000,32,"Tsiatis",30,0.0322113500000114,0.0180860700001404,0.0387992100001384,4893400,0.00149818684601019
5000,32,"Tsiatis",30,0.0951320500001885,0.0670929900001056,0.132599640000081,12011704,0.00602409553556792
10000,32,"Tsiatis",30,0.276690850000136,0.180359620000195,0.312436380000145,23842776,0.0103650854142122
20000,32,"Tsiatis",30,0.827682550000191,0.311985160000063,1.21104397000017,47504920,0.0706097473632362
50000,32,"Tsiatis",10,1.04951985000014,0.548021030000245,2.21850483000021,118229208,0.210073398623624
200,4,"Xie",30,0.007807350000121,0.00686038000014832,0.0094313300001886,417192,0.000249364849656333
500,4,"Xie",30,0.0168147000001681,0.0116830700001629,0.0233170200002405,982632,0.000856659058166267
1000,4,"Xie",30,0.0394129000000021,0.0271858800001382,0.0518776800003252,1922832,0.00182446935055493
2000,4,"Xie",30,0.0869323000001714,0.0570573600001126,0.117859590000216,3803216,0.00428720715968531
5000,4,"Xie",30,0.228146700000252,0.185691990000191,0.247648740000068,9493512,0.0044589184429761
10000,4,"Xie",30,0.57616320000011,0.435637230000043,0.642400110000245,18944584,0.0141542184829341
20000,4,"Xie",30,1.46778955000002,1.16090805000001,1.54916091000013,37846732,0.030830137955011
50000,4,"Xie",10,3.28932065000015,3.02015439000011,3.5464911200002,94291016,0.0766702344551204
200,8,"Xie",30,0.0135401500000398,0.00985766000003423,0.0173396700002286,649896,0.000644882064638545
500,8,"Xie",30,0.0293689000001223,0.0223312699999951,0.0363595900001201,1533064,0.000976821402899694
1000,8,"Xie",30,0.0716676000000689,0.0507982100000163,0.0967442900001742,3001424,0.0032704153903995
2000,8,"Xie",30,0.175010550000252,0.135308820000159,0.209324840000067,5937808,0.00508944932055131
5000,8,"Xie",30,0.617836400000102,0.485961630000088,0.663800210000159,14796112,0.0126889012970999
10000,8,"Xie",30,1.58636890000014,1.28594606000006,1.66016161000018,29527184,0.028005589156177
20000,8,"Xie",30,3.87899280000011,3.17157983000034,4.11856105000022,58989328,0.0662776481561386
50000,8,"Xie",10,9.01386075000005,8.58168999000023,9.35566051000017,147113616,0.129799629530164
200,16,"Xie",30,0.0216854500000636,0.0175646399997959,0.0247308900000234,1191240,0.000530163912685952
500,16,"Xie",30,0.0601672000001372,0.0459840300000906,0.0694243000000369,2708884,0.00177226484955714
1000,16,"Xie",30,0.148424299999988,0.111915860000113,0.169698600000129,5236048,0.004486980608159
2000,16,"Xie",30,0.388652350000029,0.291469050000228,0.438857800000278,10284432,0.0105960450499835
5000,16,"Xie",30,1.33688340000015,1.04735742000011,1.37335618000027,25478736,0.0240951621495193
10000,16,"Xie",30,3.36127950000025,2.59654390000012,3.50096310000024,50769808,0.0651817584809316
20000,16,"Xie",30,7.91885954999998,5.96317875000015,8.14033293000009,101351952,0.161990267046808
50000,16,"Xie",10,14.4484188000001,13.5872603200002,14.7937650300003,252836240,0.188683524300203
200,32,"Xie",30,0.0430315000000974,0.0335679700001037,0.0481280500002412,2577424,0.00102709510807968
500,32,"Xie",30,0.14208565000024,0.107878580000192,0.155831890000286,5532696,0.00332052751993984
1000,32,"Xie",30,0.378658950000158,0.275904440000067,0.404599480000206,10472720,0.0102871992444184
2000,32,"Xie",30,0.981006550000075,0.689911630000165,1.04079078000012,20341748,0.0268743257493751
5000,32,"Xie",30,3.12017615000013,2.35186776000007,3.17391902000011,49984056,0.0602046101814192
10000,32,"Xie",30,7.82407165000018,5.56308849000004,7.95876127000018,99355128,0.18300398979697
20000,32,"Xie",30,24.4730831500002,12.6697744299999,25.2970331100002,198097272,0.945028023782363
50000,32,"Xie",10,29.3097284000001,27.0424788900002,30.2918085300003,494061556,0.428150134490693
