"n","p","test","rep","seed","time_sec","mem_bytes","glm_iter","refit_iter","refit_converged","n_events","event_rate"
2000,8,"Stukel",1,21660707,0.00141110000026856,890856,4,4,1,1003,0.5015
2000,8,"Stukel",2,21660708,0.00148550000017167,890856,4,4,1,1026,0.513
2000,8,"Stukel",3,21660709,0.00172950000023775,890856,4,4,1,1012,0.506
2000,8,"Stukel",4,21660710,0.00385770000002594,890856,4,4,1,1000,0.5
2000,8,"Stukel",5,21660711,0.00166920000015125,890856,4,4,1,1039,0.5195
2000,8,"Stukel",6,21660712,0.00151670000013837,890856,4,4,1,1042,0.521
2000,8,"Stukel",7,21660713,0.00438230000008843,890856,4,4,1,1004,0.502
2000,8,"Stukel",8,21660714,0.00391850000028171,890856,4,4,1,1010,0.505
2000,8,"Stukel",9,21660715,0.00435210000000552,890856,4,4,1,1022,0.511
2000,8,"Stukel",10,21660716,0.004049299999906,890856,4,4,1,1045,0.5225
2000,8,"Stukel",11,21660717,0.00295970000001944,890856,4,4,1,980,0.49
2000,8,"Stukel",12,21660718,0.0045167000002948,890856,4,4,1,1025,0.5125
2000,8,"Stukel",13,21660719,0.00287260000027345,890856,3,4,1,1043,0.5215
2000,8,"Stukel",14,21660720,0.0040043000001333,890856,4,4,1,1022,0.511
2000,8,"Stukel",15,21660721,0.00444220000008499,890856,3,4,1,990,0.495
2000,8,"Stukel",16,21660722,0.00353810000001431,890856,3,4,1,1036,0.518
2000,8,"Stukel",17,21660723,0.0051885000002585,890856,4,4,1,1020,0.51
2000,8,"Stukel",18,21660724,0.011282600000186,890856,4,4,1,1009,0.5045
2000,8,"Stukel",19,21660725,0.00410759999999755,890856,4,4,1,1046,0.523
2000,8,"Stukel",20,21660726,0.00455299999998715,890856,4,4,1,995,0.4975
2000,8,"Stukel",21,21660727,0.00271629999997458,890856,4,4,1,1006,0.503
2000,8,"Stukel",22,21660728,0.00530440000011367,890856,4,4,1,1010,0.505
2000,8,"Stukel",23,21660729,0.00337119999994684,890856,4,4,1,978,0.489
2000,8,"Stukel",24,21660730,0.00477680000017244,890856,4,4,1,1012,0.506
2000,8,"Stukel",25,21660731,0.0037537999999131,890856,4,4,1,1045,0.5225
2000,8,"Stukel",26,21660732,0.00347990000022946,890856,3,4,1,1032,0.516
2000,8,"Stukel",27,21660733,0.00361270000030345,890856,4,4,1,1031,0.5155
2000,8,"Stukel",28,21660734,0.00464310000006662,890856,4,4,1,1045,0.5225
2000,8,"Stukel",29,21660735,0.00340350000010403,890856,4,4,1,1019,0.5095
2000,8,"Stukel",30,21660736,0.00312080000003334,890856,3,4,1,1007,0.5035
2000,8,"Tsiatis",1,21660707,0.00676969999994981,2066576,4,NA,NA,1003,0.5015
2000,8,"Tsiatis",2,21660708,0.00812080000014248,2066576,4,NA,NA,1026,0.513
2000,8,"Tsiatis",3,21660709,0.00778190000005452,2066576,4,NA,NA,1012,0.506
2000,8,"Tsiatis",4,21660710,0.00739900000007765,2066576,4,NA,NA,1000,0.5
2000,8,"Tsiatis",5,21660711,0.00898310000002311,2066576,4,NA,NA,1039,0.5195
2000,8,"Tsiatis",6,21660712,0.00822160000006988,2066576,4,NA,NA,1042,0.521
2000,8,"Tsiatis",7,21660713,0.0253129000002446,2066576,4,NA,NA,1004,0.502
2000,8,"Tsiatis",8,21660714,0.0161966000000575,2066576,4,NA,NA,1010,0.505
2000,8,"Tsiatis",9,21660715,0.0184350000001814,2066576,4,NA,NA,1022,0.511
2000,8,"Tsiatis",10,21660716,0.0119962000001124,2066576,4,NA,NA,1045,0.5225
2000,8,"Tsiatis",11,21660717,0.0110121000002437,2066576,4,NA,NA,980,0.49
2000,8,"Tsiatis",12,21660718,0.0114376999999877,2066576,4,NA,NA,1025,0.5125
2000,8,"Tsiatis",13,21660719,0.0128557000000455,2066576,3,NA,NA,1043,0.5215
2000,8,"Tsiatis",14,21660720,0.0117210000000796,2066576,4,NA,NA,1022,0.511
2000,8,"Tsiatis",15,21660721,0.0168338000000858,2066576,3,NA,NA,990,0.495
2000,8,"Tsiatis",16,21660722,0.0118342000000666,2066576,3,NA,NA,1036,0.518
2000,8,"Tsiatis",17,21660723,0.0123598000000129,2066576,4,NA,NA,1020,0.51
2000,8,"Tsiatis",18,21660724,0.0223379000001387,2066576,4,NA,NA,1009,0.5045
2000,8,"Tsiatis",19,21660725,0.026354000000083,2066576,4,NA,NA,1046,0.523
2000,8,"Tsiatis",20,21660726,0.0167534000001979,2066576,4,NA,NA,995,0.4975
2000,8,"Tsiatis",21,21660727,0.00922839999998359,2066576,4,NA,NA,1006,0.503
2000,8,"Tsiatis",22,21660728,0.015262200000052,2066576,4,NA,NA,1010,0.505
2000,8,"Tsiatis",23,21660729,0.0158629000002293,2066576,4,NA,NA,978,0.489
2000,8,"Tsiatis",24,21660730,0.0113678000000164,2066576,4,NA,NA,1012,0.506
2000,8,"Tsiatis",25,21660731,0.0169358000002831,2066576,4,NA,NA,1045,0.5225
2000,8,"Tsiatis",26,21660732,0.012670400000161,2066576,3,NA,NA,1032,0.516
2000,8,"Tsiatis",27,21660733,0.0124842000000172,2066576,4,NA,NA,1031,0.5155
2000,8,"Tsiatis",28,21660734,0.0125915000000987,2066576,4,NA,NA,1045,0.5225
2000,8,"Tsiatis",29,21660735,0.0138646000000335,2066576,4,NA,NA,1019,0.5095
2000,8,"Tsiatis",30,21660736,0.0137126000001899,2066576,3,NA,NA,1007,0.5035
2000,8,"Xie",1,21660707,0.146323500000108,5937808,4,NA,NA,1003,0.5015
2000,8,"Xie",2,21660708,0.129240900000241,5937800,4,NA,NA,1026,0.513
2000,8,"Xie",3,21660709,0.134340600000087,5937816,4,NA,NA,1012,0.506
2000,8,"Xie",4,21660710,0.145926500000087,5937800,4,NA,NA,1000,0.5
2000,8,"Xie",5,21660711,0.135416400000167,5937808,4,NA,NA,1039,0.5195
2000,8,"Xie",6,21660712,0.121108800000002,5937816,4,NA,NA,1042,0.521
2000,8,"Xie",7,21660713,0.160934400000315,5937824,4,NA,NA,1004,0.502
2000,8,"Xie",8,21660714,0.221405400000094,5937816,4,NA,NA,1010,0.505
2000,8,"Xie",9,21660715,0.159810600000355,5937808,4,NA,NA,1022,0.511
2000,8,"Xie",10,21660716,0.2022343000001,5937800,4,NA,NA,1045,0.5225
2000,8,"Xie",11,21660717,0.159034900000051,5937808,4,NA,NA,980,0.49
2000,8,"Xie",12,21660718,0.175401900000224,5937800,4,NA,NA,1025,0.5125
2000,8,"Xie",13,21660719,0.216651900000215,5937808,3,NA,NA,1043,0.5215
2000,8,"Xie",14,21660720,0.199518699999999,5937808,4,NA,NA,1022,0.511
2000,8,"Xie",15,21660721,0.174619200000279,5937800,3,NA,NA,990,0.495
2000,8,"Xie",16,21660722,0.146977200000038,5937808,3,NA,NA,1036,0.518
2000,8,"Xie",17,21660723,0.168011400000069,5937808,4,NA,NA,1020,0.51
2000,8,"Xie",18,21660724,0.190534500000012,5937800,4,NA,NA,1009,0.5045
2000,8,"Xie",19,21660725,0.186128300000064,5937816,4,NA,NA,1046,0.523
2000,8,"Xie",20,21660726,0.186817500000188,5937808,4,NA,NA,995,0.4975
2000,8,"Xie",21,21660727,0.173516999999947,5937800,4,NA,NA,1006,0.503
2000,8,"Xie",22,21660728,0.179037400000198,5937792,4,NA,NA,1010,0.505
2000,8,"Xie",23,21660729,0.208621100000073,5937816,4,NA,NA,978,0.489
2000,8,"Xie",24,21660730,0.208772700000054,5937816,4,NA,NA,1012,0.506
2000,8,"Xie",25,21660731,0.180780900000173,5937824,4,NA,NA,1045,0.5225
2000,8,"Xie",26,21660732,0.150428700000248,5937816,3,NA,NA,1032,0.516
2000,8,"Xie",27,21660733,0.189100900000312,5937800,4,NA,NA,1031,0.5155
2000,8,"Xie",28,21660734,0.186271400000123,5937808,4,NA,NA,1045,0.5225
2000,8,"Xie",29,21660735,0.214294100000188,5937808,4,NA,NA,1019,0.5095
2000,8,"Xie",30,21660736,0.148889799999779,5937800,3,NA,NA,1007,0.5035
2000,8,"Pulkstenis-Robinson",1,21660707,0.00486780000005638,1002360,4,NA,NA,1003,0.5015
2000,8,"Pulkstenis-Robinson",2,21660708,0.00300110000011955,1002296,4,NA,NA,1026,0.513
2000,8,"Pulkstenis-Robinson",3,21660709,0.00361250000014479,1002296,4,NA,NA,1012,0.506
2000,8,"Pulkstenis-Robinson",4,21660710,0.00304510000000846,1002296,4,NA,NA,1000,0.5
2000,8,"Pulkstenis-Robinson",5,21660711,0.00396020000016506,1002360,4,NA,NA,1039,0.5195
2000,8,"Pulkstenis-Robinson",6,21660712,0.00276489999987461,1002296,4,NA,NA,1042,0.521
2000,8,"Pulkstenis-Robinson",7,21660713,0.00586629999997967,1002360,4,NA,NA,1004,0.502
2000,8,"Pulkstenis-Robinson",8,21660714,0.00680350000016006,1002296,4,NA,NA,1010,0.505
2000,8,"Pulkstenis-Robinson",9,21660715,0.00605950000021949,1002296,4,NA,NA,1022,0.511
2000,8,"Pulkstenis-Robinson",10,21660716,0.00684330000012778,1002296,4,NA,NA,1045,0.5225
2000,8,"Pulkstenis-Robinson",11,21660717,0.00506990000008045,1002360,4,NA,NA,980,0.49
2000,8,"Pulkstenis-Robinson",12,21660718,0.00595490000000609,1002296,4,NA,NA,1025,0.5125
2000,8,"Pulkstenis-Robinson",13,21660719,0.0069596000000729,1002360,3,NA,NA,1043,0.5215
2000,8,"Pulkstenis-Robinson",14,21660720,0.00720339999998032,1002360,4,NA,NA,1022,0.511
2000,8,"Pulkstenis-Robinson",15,21660721,0.00731450000012046,1002360,3,NA,NA,990,0.495
2000,8,"Pulkstenis-Robinson",16,21660722,0.00388690000022507,1002360,3,NA,NA,1036,0.518
2000,8,"Pulkstenis-Robinson",17,21660723,0.0061182000001736,1002360,4,NA,NA,1020,0.51
2000,8,"Pulkstenis-Robinson",18,21660724,0.00435770000012781,1002360,4,NA,NA,1009,0.5045
2000,8,"Pulkstenis-Robinson",19,21660725,0.0102751000001717,1002360,4,NA,NA,1046,0.523
2000,8,"Pulkstenis-Robinson",20,21660726,0.0077880000001187,1002360,4,NA,NA,995,0.4975
2000,8,"Pulkstenis-Robinson",21,21660727,0.00463140000010753,1002360,4,NA,NA,1006,0.503
2000,8,"Pulkstenis-Robinson",22,21660728,0.00563130000000456,1002360,4,NA,NA,1010,0.505
2000,8,"Pulkstenis-Robinson",23,21660729,0.00634310000032201,1002360,4,NA,NA,978,0.489
2000,8,"Pulkstenis-Robinson",24,21660730,0.00954960000012761,1002360,4,NA,NA,1012,0.506
2000,8,"Pulkstenis-Robinson",25,21660731,0.00752620000025672,1002360,4,NA,NA,1045,0.5225
2000,8,"Pulkstenis-Robinson",26,21660732,0.00360970000019734,1002360,3,NA,NA,1032,0.516
2000,8,"Pulkstenis-Robinson",27,21660733,0.0102697000002081,1002296,4,NA,NA,1031,0.5155
2000,8,"Pulkstenis-Robinson",28,21660734,0.00830390000010084,1002360,4,NA,NA,1045,0.5225
2000,8,"Pulkstenis-Robinson",29,21660735,0.00759070000003703,1002360,4,NA,NA,1019,0.5095
2000,8,"Pulkstenis-Robinson",30,21660736,0.00513440000008814,1002360,3,NA,NA,1007,0.5035
2000,8,"le-Cessie",1,21660707,26.3732822000002,666352696,4,NA,NA,1003,0.5015
2000,8,"le-Cessie",2,21660708,14.3876722000002,666352456,4,NA,NA,1026,0.513
2000,8,"le-Cessie",3,21660709,26.4594642,666352456,4,NA,NA,1012,0.506
2000,8,"le-Cessie",4,21660710,26.2324615000002,666352456,4,NA,NA,1000,0.5
2000,8,"le-Cessie",5,21660711,26.2159678,666352456,4,NA,NA,1039,0.5195
2000,8,"glm_fit",1,21660707,0.00585619999992559,4894192,4,NA,NA,1003,0.5015
2000,8,"glm_fit",2,21660708,0.00591749999989588,4894192,4,NA,NA,1026,0.513
2000,8,"glm_fit",3,21660709,0.00656880000019555,4894192,4,NA,NA,1012,0.506
2000,8,"glm_fit",4,21660710,0.00716530000022431,4894192,4,NA,NA,1000,0.5
2000,8,"glm_fit",5,21660711,0.00825010000016846,4894192,4,NA,NA,1039,0.5195
2000,8,"glm_fit",6,21660712,0.00525840000022981,4894192,4,NA,NA,1042,0.521
2000,8,"glm_fit",7,21660713,0.0101524000001518,4894192,4,NA,NA,1004,0.502
2000,8,"glm_fit",8,21660714,0.013064600000007,4894192,4,NA,NA,1010,0.505
2000,8,"glm_fit",9,21660715,0.0111034000001382,4894192,4,NA,NA,1022,0.511
2000,8,"glm_fit",10,21660716,0.0124807000001965,4894192,4,NA,NA,1045,0.5225
2000,8,"glm_fit",11,21660717,0.0139672999998766,4894192,4,NA,NA,980,0.49
2000,8,"glm_fit",12,21660718,0.0109833999999864,4894192,4,NA,NA,1025,0.5125
2000,8,"glm_fit",13,21660719,0.0109593000001951,4019104,3,NA,NA,1043,0.5215
2000,8,"glm_fit",14,21660720,0.010575700000345,4894192,4,NA,NA,1022,0.511
2000,8,"glm_fit",15,21660721,0.0109689000000799,4019104,3,NA,NA,990,0.495
2000,8,"glm_fit",16,21660722,0.0100370000002385,4019104,3,NA,NA,1036,0.518
2000,8,"glm_fit",17,21660723,0.0119251000000986,4894192,4,NA,NA,1020,0.51
2000,8,"glm_fit",18,21660724,0.0102798000000348,4894192,4,NA,NA,1009,0.5045
2000,8,"glm_fit",19,21660725,0.0125345999999809,4894192,4,NA,NA,1046,0.523
2000,8,"glm_fit",20,21660726,0.0148288000000321,4894192,4,NA,NA,995,0.4975
2000,8,"glm_fit",21,21660727,0.0103636000001188,4894192,4,NA,NA,1006,0.503
2000,8,"glm_fit",22,21660728,0.0102710000003299,4894192,4,NA,NA,1010,0.505
2000,8,"glm_fit",23,21660729,0.00869010000019443,4894192,4,NA,NA,978,0.489
2000,8,"glm_fit",24,21660730,0.00910680000015418,4894192,4,NA,NA,1012,0.506
2000,8,"glm_fit",25,21660731,0.0162404000002425,4894192,4,NA,NA,1045,0.5225
2000,8,"glm_fit",26,21660732,0.00642600000014681,4019104,3,NA,NA,1032,0.516
2000,8,"glm_fit",27,21660733,0.0115439000003335,4894192,4,NA,NA,1031,0.5155
2000,8,"glm_fit",28,21660734,0.0115432000000055,4894192,4,NA,NA,1045,0.5225
2000,8,"glm_fit",29,21660735,0.00945100000012644,4894192,4,NA,NA,1019,0.5095
2000,8,"glm_fit",30,21660736,0.00696850000008453,4019104,3,NA,NA,1007,0.5035
2000,16,"DEF.poly3",1,21760707,0.00677439999981289,1699952,4,NA,NA,1016,0.508
2000,16,"DEF.poly3",2,21760708,0.00589719999993576,1699952,4,NA,NA,1050,0.525
2000,16,"DEF.poly3",3,21760709,0.00686189999987619,1699952,4,NA,NA,1058,0.529
2000,16,"DEF.poly3",4,21760710,0.00645450000024539,1699952,4,NA,NA,1008,0.504
2000,16,"DEF.poly3",5,21760711,0.00657019999971453,1699952,4,NA,NA,1011,0.5055
2000,16,"DEF.poly3",6,21760712,0.00633620000030533,1699952,4,NA,NA,965,0.4825
2000,16,"DEF.poly3",7,21760713,0.0202341000001525,1699976,3,NA,NA,1000,0.5
2000,16,"DEF.poly3",8,21760714,0.014958400000296,1699952,4,NA,NA,1004,0.502
2000,16,"DEF.poly3",9,21760715,0.0245828000001893,1699952,4,NA,NA,998,0.499
2000,16,"DEF.poly3",10,21760716,0.017793200000142,1699952,4,NA,NA,1020,0.51
2000,16,"DEF.poly3",11,21760717,0.0103909999997995,1699952,4,NA,NA,993,0.4965
2000,16,"DEF.poly3",12,21760718,0.012816500000099,1699952,3,NA,NA,1021,0.5105
2000,16,"DEF.poly3",13,21760719,0.0141929000001255,1699976,3,NA,NA,988,0.494
2000,16,"DEF.poly3",14,21760720,0.0110781000003044,1699952,4,NA,NA,1019,0.5095
2000,16,"DEF.poly3",15,21760721,0.0137742000001708,1699952,4,NA,NA,971,0.4855
2000,16,"DEF.poly3",16,21760722,0.0119244000002254,1699952,4,NA,NA,1011,0.5055
2000,16,"DEF.poly3",17,21760723,0.0142424000000574,1699952,4,NA,NA,981,0.4905
2000,16,"DEF.poly3",18,21760724,0.0180190000000948,1699952,3,NA,NA,1014,0.507
2000,16,"DEF.poly3",19,21760725,0.0404229000000669,1699952,4,NA,NA,1027,0.5135
2000,16,"DEF.poly3",20,21760726,0.0109423999999763,1699952,4,NA,NA,1032,0.516
2000,16,"DEF.poly3",21,21760727,0.0123450999999477,1699952,4,NA,NA,1039,0.5195
2000,16,"DEF.poly3",22,21760728,0.0187696999998934,1699952,4,NA,NA,1022,0.511
2000,16,"DEF.poly3",23,21760729,0.0103659000001244,1699952,4,NA,NA,1048,0.524
2000,16,"DEF.poly3",24,21760730,0.0149611000001642,1699952,4,NA,NA,994,0.497
2000,16,"DEF.poly3",25,21760731,0.0117630000002009,1699952,4,NA,NA,970,0.485
2000,16,"DEF.poly3",26,21760732,0.0115584000000126,1699952,4,NA,NA,1035,0.5175
2000,16,"DEF.poly3",27,21760733,0.0189409000001888,1699952,3,NA,NA,1018,0.509
2000,16,"DEF.poly3",28,21760734,0.0292868000001363,1699952,4,NA,NA,1004,0.502
2000,16,"DEF.poly3",29,21760735,0.0113001000001987,1699952,4,NA,NA,991,0.4955
2000,16,"DEF.poly3",30,21760736,0.0111756000001151,1699952,4,NA,NA,1013,0.5065
2000,16,"DEF.stukel",1,21760707,0.00717820000022584,1693048,4,NA,NA,1016,0.508
2000,16,"DEF.stukel",2,21760708,0.00611930000013672,1693048,4,NA,NA,1050,0.525
2000,16,"DEF.stukel",3,21760709,0.0140876999998909,1693048,4,NA,NA,1058,0.529
2000,16,"DEF.stukel",4,21760710,0.0148613999999725,1693048,4,NA,NA,1008,0.504
2000,16,"DEF.stukel",5,21760711,0.00621680000017477,1693048,4,NA,NA,1011,0.5055
2000,16,"DEF.stukel",6,21760712,0.00623050000035619,1693048,4,NA,NA,965,0.4825
2000,16,"DEF.stukel",7,21760713,0.011317100000042,1693048,3,NA,NA,1000,0.5
2000,16,"DEF.stukel",8,21760714,0.0134163000002445,1693048,4,NA,NA,1004,0.502
2000,16,"DEF.stukel",9,21760715,0.0216795000001184,1693048,4,NA,NA,998,0.499
2000,16,"DEF.stukel",10,21760716,0.0131308000002264,1693048,4,NA,NA,1020,0.51
2000,16,"DEF.stukel",11,21760717,0.0115147999997589,1693048,4,NA,NA,993,0.4965
2000,16,"DEF.stukel",12,21760718,0.0262514999999439,1693048,3,NA,NA,1021,0.5105
2000,16,"DEF.stukel",13,21760719,0.0232066000000941,1693048,3,NA,NA,988,0.494
2000,16,"DEF.stukel",14,21760720,0.0123876000000109,1693048,4,NA,NA,1019,0.5095
2000,16,"DEF.stukel",15,21760721,0.0124126000000615,1693048,4,NA,NA,971,0.4855
2000,16,"DEF.stukel",16,21760722,0.0115911000000324,1693048,4,NA,NA,1011,0.5055
2000,16,"DEF.stukel",17,21760723,0.025961800000232,1693048,4,NA,NA,981,0.4905
2000,16,"DEF.stukel",18,21760724,0.0255265000002964,1693048,3,NA,NA,1014,0.507
2000,16,"DEF.stukel",19,21760725,0.0115144999997483,1693048,4,NA,NA,1027,0.5135
2000,16,"DEF.stukel",20,21760726,0.0116708000000472,1693048,4,NA,NA,1032,0.516
2000,16,"DEF.stukel",21,21760727,0.0107657000000927,1693048,4,NA,NA,1039,0.5195
2000,16,"DEF.stukel",22,21760728,0.0126635999999962,1693048,4,NA,NA,1022,0.511
2000,16,"DEF.stukel",23,21760729,0.0288303000002088,1693048,4,NA,NA,1048,0.524
2000,16,"DEF.stukel",24,21760730,0.0194085000000541,1693048,4,NA,NA,994,0.497
2000,16,"DEF.stukel",25,21760731,0.00959030000012717,1693048,4,NA,NA,970,0.485
2000,16,"DEF.stukel",26,21760732,0.010727800000268,1693048,4,NA,NA,1035,0.5175
2000,16,"DEF.stukel",27,21760733,0.0115680000001248,1693048,3,NA,NA,1018,0.509
2000,16,"DEF.stukel",28,21760734,0.0127720000002682,1693048,4,NA,NA,1004,0.502
2000,16,"DEF.stukel",29,21760735,0.0129626000002645,1693048,4,NA,NA,991,0.4955
2000,16,"DEF.stukel",30,21760736,0.0112692000002426,1693048,4,NA,NA,1013,0.5065
2000,16,"EF",1,21760707,0.0023218999999699,702552,4,NA,NA,1016,0.508
2000,16,"EF",2,21760708,0.00218250000011722,702552,4,NA,NA,1050,0.525
2000,16,"EF",3,21760709,0.00349040000014611,702552,4,NA,NA,1058,0.529
2000,16,"EF",4,21760710,0.00209780000022874,702552,4,NA,NA,1008,0.504
2000,16,"EF",5,21760711,0.00243990000012673,702552,4,NA,NA,1011,0.5055
2000,16,"EF",6,21760712,0.00194970000006833,702552,4,NA,NA,965,0.4825
2000,16,"EF",7,21760713,0.00469650000013644,702552,3,NA,NA,1000,0.5
2000,16,"EF",8,21760714,0.00577190000012706,702552,4,NA,NA,1004,0.502
2000,16,"EF",9,21760715,0.00490340000033029,702552,4,NA,NA,998,0.499
2000,16,"EF",10,21760716,0.0046823000002405,702552,4,NA,NA,1020,0.51
2000,16,"EF",11,21760717,0.00387599999999111,702552,4,NA,NA,993,0.4965
2000,16,"EF",12,21760718,0.00632910000012998,702552,3,NA,NA,1021,0.5105
2000,16,"EF",13,21760719,0.0703523000001951,702552,3,NA,NA,988,0.494
2000,16,"EF",14,21760720,0.00551889999997002,702552,4,NA,NA,1019,0.5095
2000,16,"EF",15,21760721,0.00619010000013986,702552,4,NA,NA,971,0.4855
2000,16,"EF",16,21760722,0.00314930000013192,702552,4,NA,NA,1011,0.5055
2000,16,"EF",17,21760723,0.00657900000010159,702552,4,NA,NA,981,0.4905
2000,16,"EF",18,21760724,0.00505030000022089,702552,3,NA,NA,1014,0.507
2000,16,"EF",19,21760725,0.00473900000019967,702552,4,NA,NA,1027,0.5135
2000,16,"EF",20,21760726,0.00654580000013993,702552,4,NA,NA,1032,0.516
2000,16,"EF",21,21760727,0.00410170000009202,702552,4,NA,NA,1039,0.5195
2000,16,"EF",22,21760728,0.00448180000012144,702552,4,NA,NA,1022,0.511
2000,16,"EF",23,21760729,0.00821390000010069,702552,4,NA,NA,1048,0.524
2000,16,"EF",24,21760730,0.00398940000013681,702552,4,NA,NA,994,0.497
2000,16,"EF",25,21760731,0.00492640000015854,702552,4,NA,NA,970,0.485
2000,16,"EF",26,21760732,0.00524570000015956,702552,4,NA,NA,1035,0.5175
2000,16,"EF",27,21760733,0.00494120000030307,702552,3,NA,NA,1018,0.509
2000,16,"EF",28,21760734,0.00514930000008462,702552,4,NA,NA,1004,0.502
2000,16,"EF",29,21760735,0.00410320000014508,702552,4,NA,NA,991,0.4955
2000,16,"EF",30,21760736,0.00338220000003275,702552,4,NA,NA,1013,0.5065
2000,16,"HL",1,21760707,0.00347929999998087,605264,4,NA,NA,1016,0.508
2000,16,"HL",2,21760708,0.00335190000009788,605264,4,NA,NA,1050,0.525
2000,16,"HL",3,21760709,0.00418340000010176,605264,4,NA,NA,1058,0.529
2000,16,"HL",4,21760710,0.00349860000005719,605264,4,NA,NA,1008,0.504
2000,16,"HL",5,21760711,0.0035597000000962,605264,4,NA,NA,1011,0.5055
2000,16,"HL",6,21760712,0.00352380000003905,605264,4,NA,NA,965,0.4825
2000,16,"HL",7,21760713,0.0075461000001269,605264,3,NA,NA,1000,0.5
2000,16,"HL",8,21760714,0.00655720000008841,605264,4,NA,NA,1004,0.502
2000,16,"HL",9,21760715,0.00879000000009,605264,4,NA,NA,998,0.499
2000,16,"HL",10,21760716,0.00793050000015683,605264,4,NA,NA,1020,0.51
2000,16,"HL",11,21760717,0.0079915000001165,605264,4,NA,NA,993,0.4965
2000,16,"HL",12,21760718,0.00771980000013173,605264,3,NA,NA,1021,0.5105
2000,16,"HL",13,21760719,0.00648100000012164,605264,3,NA,NA,988,0.494
2000,16,"HL",14,21760720,0.00739280000016151,605264,4,NA,NA,1019,0.5095
2000,16,"HL",15,21760721,0.00929970000015601,605264,4,NA,NA,971,0.4855
2000,16,"HL",16,21760722,0.00630110000020068,605264,4,NA,NA,1011,0.5055
2000,16,"HL",17,21760723,0.00641860000018823,605264,4,NA,NA,981,0.4905
2000,16,"HL",18,21760724,0.00759910000033415,605264,3,NA,NA,1014,0.507
2000,16,"HL",19,21760725,0.00853730000017094,605264,4,NA,NA,1027,0.5135
2000,16,"HL",20,21760726,0.00855370000022049,605264,4,NA,NA,1032,0.516
2000,16,"HL",21,21760727,0.00540440000008857,605264,4,NA,NA,1039,0.5195
2000,16,"HL",22,21760728,0.00737950000029741,605264,4,NA,NA,1022,0.511
2000,16,"HL",23,21760729,0.0237703000002512,605264,4,NA,NA,1048,0.524
2000,16,"HL",24,21760730,0.00737490000005891,605264,4,NA,NA,994,0.497
2000,16,"HL",25,21760731,0.00748470000007728,605264,4,NA,NA,970,0.485
2000,16,"HL",26,21760732,0.0054026000000249,605264,4,NA,NA,1035,0.5175
2000,16,"HL",27,21760733,0.00756640000008701,605264,3,NA,NA,1018,0.509
2000,16,"HL",28,21760734,0.00761400000033063,605264,4,NA,NA,1004,0.502
2000,16,"HL",29,21760735,0.0067145000000437,605264,4,NA,NA,991,0.4955
2000,16,"HL",30,21760736,0.00691750000009961,605264,4,NA,NA,1013,0.5065
2000,16,"Pigeon-Heyse",1,21760707,0.00191350000022794,607520,4,NA,NA,1016,0.508
2000,16,"Pigeon-Heyse",2,21760708,0.00186189999999442,607520,4,NA,NA,1050,0.525
2000,16,"Pigeon-Heyse",3,21760709,0.00196510000023409,607520,4,NA,NA,1058,0.529
2000,16,"Pigeon-Heyse",4,21760710,0.00190380000003643,607520,4,NA,NA,1008,0.504
2000,16,"Pigeon-Heyse",5,21760711,0.00188080000020818,607520,4,NA,NA,1011,0.5055
2000,16,"Pigeon-Heyse",6,21760712,0.00216610000029505,607520,4,NA,NA,965,0.4825
2000,16,"Pigeon-Heyse",7,21760713,0.00451770000017859,607520,3,NA,NA,1000,0.5
2000,16,"Pigeon-Heyse",8,21760714,0.00409190000004855,607520,4,NA,NA,1004,0.502
2000,16,"Pigeon-Heyse",9,21760715,0.00615820000007261,607520,4,NA,NA,998,0.499
2000,16,"Pigeon-Heyse",10,21760716,0.00416950000021643,607520,4,NA,NA,1020,0.51
2000,16,"Pigeon-Heyse",11,21760717,0.00439110000024812,607520,4,NA,NA,993,0.4965
2000,16,"Pigeon-Heyse",12,21760718,0.0045967000003202,607520,3,NA,NA,1021,0.5105
2000,16,"Pigeon-Heyse",13,21760719,0.00858100000004924,607520,3,NA,NA,988,0.494
2000,16,"Pigeon-Heyse",14,21760720,0.00587200000018129,607520,4,NA,NA,1019,0.5095
2000,16,"Pigeon-Heyse",15,21760721,0.00515420000010636,607520,4,NA,NA,971,0.4855
2000,16,"Pigeon-Heyse",16,21760722,0.00425900000004731,607520,4,NA,NA,1011,0.5055
2000,16,"Pigeon-Heyse",17,21760723,0.00405830000022434,607520,4,NA,NA,981,0.4905
2000,16,"Pigeon-Heyse",18,21760724,0.00549430000000939,607520,3,NA,NA,1014,0.507
2000,16,"Pigeon-Heyse",19,21760725,0.00347780000015518,607520,4,NA,NA,1027,0.5135
2000,16,"Pigeon-Heyse",20,21760726,0.00583210000013423,607520,4,NA,NA,1032,0.516
2000,16,"Pigeon-Heyse",21,21760727,0.00313789999995606,607520,4,NA,NA,1039,0.5195
2000,16,"Pigeon-Heyse",22,21760728,0.00890040000012959,607520,4,NA,NA,1022,0.511
2000,16,"Pigeon-Heyse",23,21760729,0.00843390000022737,607520,4,NA,NA,1048,0.524
2000,16,"Pigeon-Heyse",24,21760730,0.0083339000000251,607520,4,NA,NA,994,0.497
2000,16,"Pigeon-Heyse",25,21760731,0.00614049999990129,607520,4,NA,NA,970,0.485
2000,16,"Pigeon-Heyse",26,21760732,0.00595809999981611,607520,4,NA,NA,1035,0.5175
