"n","p","test","rep","seed","time_sec","mem_bytes","glm_iter","refit_iter","refit_converged","n_events","event_rate"
200,32,"Stukel",7,20660713,0.00290020000034019,216328,5,6,1,101,0.505
200,32,"Stukel",8,20660714,0.00286800000026233,216328,5,6,1,109,0.545
200,32,"Stukel",9,20660715,0.00412900000014815,216328,5,6,1,104,0.52
200,32,"Stukel",10,20660716,0.00298220000013316,216328,4,6,1,105,0.525
200,32,"Stukel",11,20660717,0.00204550000012205,216328,5,6,1,107,0.535
200,32,"Stukel",12,20660718,0.00398290000021007,216328,5,6,1,103,0.515
200,32,"Stukel",13,20660719,0.00894450000009783,216328,5,6,1,107,0.535
200,32,"Stukel",14,20660720,0.00404590000016469,216328,5,6,1,99,0.495
200,32,"Stukel",15,20660721,0.00295180000011896,216328,6,6,1,108,0.54
200,32,"Stukel",16,20660722,0.00164910000012242,216328,4,6,1,106,0.53
200,32,"Stukel",17,20660723,0.00263950000021396,216328,5,6,1,94,0.47
200,32,"Stukel",18,20660724,0.00393359999975473,216328,5,6,1,104,0.52
200,32,"Stukel",19,20660725,0.00269720000028428,216328,5,6,1,93,0.465
200,32,"Stukel",20,20660726,0.00247310000008838,216328,4,6,1,105,0.525
200,32,"Stukel",21,20660727,0.00179730000013478,216328,5,6,1,98,0.49
200,32,"Stukel",22,20660728,0.00327530000026854,216328,5,6,1,109,0.545
200,32,"Stukel",23,20660729,0.00269930000013119,216328,5,6,1,103,0.515
200,32,"Stukel",24,20660730,0.00270079999995687,216328,6,6,1,99,0.495
200,32,"Stukel",25,20660731,0.00241280000000188,216328,4,6,1,99,0.495
200,32,"Stukel",26,20660732,0.00200900000027104,216328,4,6,1,103,0.515
200,32,"Stukel",27,20660733,0.00431660000026568,216328,5,6,1,104,0.52
200,32,"Stukel",28,20660734,0.00302840000017568,216328,4,6,1,101,0.505
200,32,"Stukel",29,20660735,0.00261130000012599,216328,4,6,1,110,0.55
200,32,"Stukel",30,20660736,0.00180450000016208,216328,5,6,1,93,0.465
200,32,"Tsiatis",1,20660707,0.00675220000016452,652728,5,NA,NA,96,0.48
200,32,"Tsiatis",2,20660708,0.00445080000008602,652728,4,NA,NA,101,0.505
200,32,"Tsiatis",3,20660709,0.00616790000026413,652728,4,NA,NA,101,0.505
200,32,"Tsiatis",4,20660710,0.00581839999995282,652728,5,NA,NA,112,0.56
200,32,"Tsiatis",5,20660711,0.0057484999999815,652728,4,NA,NA,110,0.55
200,32,"Tsiatis",6,20660712,0.00430019999998876,652728,5,NA,NA,112,0.56
200,32,"Tsiatis",7,20660713,0.0059387000001152,652728,5,NA,NA,101,0.505
200,32,"Tsiatis",8,20660714,0.00594300000034309,652728,5,NA,NA,109,0.545
200,32,"Tsiatis",9,20660715,0.00508780000018305,652728,5,NA,NA,104,0.52
200,32,"Tsiatis",10,20660716,0.00575329999992391,652728,4,NA,NA,105,0.525
200,32,"Tsiatis",11,20660717,0.00826290000009067,652728,5,NA,NA,107,0.535
200,32,"Tsiatis",12,20660718,0.00545540000030087,652728,5,NA,NA,103,0.515
200,32,"Tsiatis",13,20660719,0.00482520000014119,652728,5,NA,NA,107,0.535
200,32,"Tsiatis",14,20660720,0.00838810000004742,652728,5,NA,NA,99,0.495
200,32,"Tsiatis",15,20660721,0.00716850000003433,652728,6,NA,NA,108,0.54
200,32,"Tsiatis",16,20660722,0.00405550000004951,652728,4,NA,NA,106,0.53
200,32,"Tsiatis",17,20660723,0.00526590000004035,652728,5,NA,NA,94,0.47
200,32,"Tsiatis",18,20660724,0.00564970000004905,652728,5,NA,NA,104,0.52
200,32,"Tsiatis",19,20660725,0.00510570000005828,652728,5,NA,NA,93,0.465
200,32,"Tsiatis",20,20660726,0.00659519999999247,652728,4,NA,NA,105,0.525
200,32,"Tsiatis",21,20660727,0.00342840000030264,652728,5,NA,NA,98,0.49
200,32,"Tsiatis",22,20660728,0.00565410000012889,652728,5,NA,NA,109,0.545
200,32,"Tsiatis",23,20660729,0.00636749999989661,652728,5,NA,NA,103,0.515
200,32,"Tsiatis",24,20660730,0.00515880000034485,652728,6,NA,NA,99,0.495
200,32,"Tsiatis",25,20660731,0.00573900000017602,652728,4,NA,NA,99,0.495
200,32,"Tsiatis",26,20660732,0.00358280000023115,652728,4,NA,NA,103,0.515
200,32,"Tsiatis",27,20660733,0.0056093000000601,652728,5,NA,NA,104,0.52
200,32,"Tsiatis",28,20660734,0.00582470000017565,652728,4,NA,NA,101,0.505
200,32,"Tsiatis",29,20660735,0.00517650000006142,652728,4,NA,NA,110,0.55
200,32,"Tsiatis",30,20660736,0.00334000000020751,652728,5,NA,NA,93,0.465
200,32,"Xie",1,20660707,0.0342663999999786,2577424,5,NA,NA,96,0.48
200,32,"Xie",2,20660708,0.0359514000001582,2577424,4,NA,NA,101,0.505
200,32,"Xie",3,20660709,0.0379156000001331,2577424,4,NA,NA,101,0.505
200,32,"Xie",4,20660710,0.0407032999999046,2577424,5,NA,NA,112,0.56
200,32,"Xie",5,20660711,0.0358106000001044,2577424,4,NA,NA,110,0.55
200,32,"Xie",6,20660712,0.0314210999999887,2577424,5,NA,NA,112,0.56
200,32,"Xie",7,20660713,0.0436999000000924,2577424,5,NA,NA,101,0.505
200,32,"Xie",8,20660714,0.0447976000000381,2577424,5,NA,NA,109,0.545
200,32,"Xie",9,20660715,0.0500793999999587,2577424,5,NA,NA,104,0.52
200,32,"Xie",10,20660716,0.0417881000000762,2577424,4,NA,NA,105,0.525
200,32,"Xie",11,20660717,0.0324024999997619,2577424,5,NA,NA,107,0.535
200,32,"Xie",12,20660718,0.0434176000001116,2577424,5,NA,NA,103,0.515
200,32,"Xie",13,20660719,0.0426454000000831,2577424,5,NA,NA,107,0.535
200,32,"Xie",14,20660720,0.0455023999998048,2577424,5,NA,NA,99,0.495
200,32,"Xie",15,20660721,0.0438190000002123,2577424,6,NA,NA,108,0.54
200,32,"Xie",16,20660722,0.032538100000238,2577424,4,NA,NA,106,0.53
200,32,"Xie",17,20660723,0.0440863999999692,2577424,5,NA,NA,94,0.47
200,32,"Xie",18,20660724,0.0445075000000088,2577424,5,NA,NA,104,0.52
200,32,"Xie",19,20660725,0.0479718000001412,2577424,5,NA,NA,93,0.465
200,32,"Xie",20,20660726,0.0453832000000602,2577424,4,NA,NA,105,0.525
200,32,"Xie",21,20660727,0.034275000000207,2577424,5,NA,NA,98,0.49
200,32,"Xie",22,20660728,0.0474517000000105,2577424,5,NA,NA,109,0.545
200,32,"Xie",23,20660729,0.0493345000002137,2577424,5,NA,NA,103,0.515
200,32,"Xie",24,20660730,0.0479940000002443,2577424,6,NA,NA,99,0.495
200,32,"Xie",25,20660731,0.0422558000000208,2577424,4,NA,NA,99,0.495
200,32,"Xie",26,20660732,0.0336824000000888,2577424,4,NA,NA,103,0.515
200,32,"Xie",27,20660733,0.0500519000001987,2577424,5,NA,NA,104,0.52
200,32,"Xie",28,20660734,0.0435321000002205,2577424,4,NA,NA,101,0.505
200,32,"Xie",29,20660735,0.0406248000001597,2577424,4,NA,NA,110,0.55
200,32,"Xie",30,20660736,0.0392780000001949,2577424,5,NA,NA,93,0.465
200,32,"Pulkstenis-Robinson",1,20660707,0.00276080000003276,267848,5,NA,NA,96,0.48
200,32,"Pulkstenis-Robinson",2,20660708,0.00221540000006826,267848,4,NA,NA,101,0.505
200,32,"Pulkstenis-Robinson",3,20660709,0.00377030000004197,267848,4,NA,NA,101,0.505
200,32,"Pulkstenis-Robinson",4,20660710,0.00264480000009826,267848,5,NA,NA,112,0.56
200,32,"Pulkstenis-Robinson",5,20660711,0.00887500000021646,267848,4,NA,NA,110,0.55
200,32,"Pulkstenis-Robinson",6,20660712,0.00564980000012838,267848,5,NA,NA,112,0.56
200,32,"Pulkstenis-Robinson",7,20660713,0.00417779999997947,267784,5,NA,NA,101,0.505
200,32,"Pulkstenis-Robinson",8,20660714,0.00423960000011903,267848,5,NA,NA,109,0.545
200,32,"Pulkstenis-Robinson",9,20660715,0.00368700000012723,267848,5,NA,NA,104,0.52
200,32,"Pulkstenis-Robinson",10,20660716,0.00243680000016866,267784,4,NA,NA,105,0.525
200,32,"Pulkstenis-Robinson",11,20660717,0.00235700000007455,267848,5,NA,NA,107,0.535
200,32,"Pulkstenis-Robinson",12,20660718,0.00403340000002572,267848,5,NA,NA,103,0.515
200,32,"Pulkstenis-Robinson",13,20660719,0.0038280000001123,267848,5,NA,NA,107,0.535
200,32,"Pulkstenis-Robinson",14,20660720,0.00407510000036382,267848,5,NA,NA,99,0.495
200,32,"Pulkstenis-Robinson",15,20660721,0.00448560000018006,267848,6,NA,NA,108,0.54
200,32,"Pulkstenis-Robinson",16,20660722,0.00230000000010477,267848,4,NA,NA,106,0.53
200,32,"Pulkstenis-Robinson",17,20660723,0.0060015999999905,267784,5,NA,NA,94,0.47
200,32,"Pulkstenis-Robinson",18,20660724,0.00389820000009422,267848,5,NA,NA,104,0.52
200,32,"Pulkstenis-Robinson",19,20660725,0.00394630000005236,267848,5,NA,NA,93,0.465
200,32,"Pulkstenis-Robinson",20,20660726,0.00561930000003485,267848,4,NA,NA,105,0.525
200,32,"Pulkstenis-Robinson",21,20660727,0.00405450000016572,267848,5,NA,NA,98,0.49
200,32,"Pulkstenis-Robinson",22,20660728,0.00405830000022434,267848,5,NA,NA,109,0.545
200,32,"Pulkstenis-Robinson",23,20660729,0.00340710000023137,267848,5,NA,NA,103,0.515
200,32,"Pulkstenis-Robinson",24,20660730,0.00357060000010279,267848,6,NA,NA,99,0.495
200,32,"Pulkstenis-Robinson",25,20660731,0.00370990000033089,267848,4,NA,NA,99,0.495
200,32,"Pulkstenis-Robinson",26,20660732,0.00237680000032015,267784,4,NA,NA,103,0.515
200,32,"Pulkstenis-Robinson",27,20660733,0.00385090000008859,267848,5,NA,NA,104,0.52
200,32,"Pulkstenis-Robinson",28,20660734,0.00384830000007241,267784,4,NA,NA,101,0.505
200,32,"Pulkstenis-Robinson",29,20660735,0.00240409999992153,267848,4,NA,NA,110,0.55
200,32,"Pulkstenis-Robinson",30,20660736,0.00233260000027258,267848,5,NA,NA,93,0.465
200,32,"le-Cessie",1,20660707,0.0383673000003455,15228152,5,NA,NA,96,0.48
200,32,"le-Cessie",2,20660708,0.033379700000296,15228152,4,NA,NA,101,0.505
200,32,"le-Cessie",3,20660709,0.0370500000001357,15228152,4,NA,NA,101,0.505
200,32,"le-Cessie",4,20660710,0.0289741999999933,15228152,5,NA,NA,112,0.56
200,32,"le-Cessie",5,20660711,0.0389916999999969,15228152,4,NA,NA,110,0.55
200,32,"glm_fit",1,20660707,0.00648430000023836,1256488,5,NA,NA,96,0.48
200,32,"glm_fit",2,20660708,0.0041003000001183,1087800,4,NA,NA,101,0.505
200,32,"glm_fit",3,20660709,0.00435179999999491,1087800,4,NA,NA,101,0.505
200,32,"glm_fit",4,20660710,0.00454500000000735,1256488,5,NA,NA,112,0.56
200,32,"glm_fit",5,20660711,0.0042150000001584,1087800,4,NA,NA,110,0.55
200,32,"glm_fit",6,20660712,0.00464990000023136,1256488,5,NA,NA,112,0.56
200,32,"glm_fit",7,20660713,0.0067628000001605,1256488,5,NA,NA,101,0.505
200,32,"glm_fit",8,20660714,0.00717730000019401,1256488,5,NA,NA,109,0.545
200,32,"glm_fit",9,20660715,0.00699330000020382,1256488,5,NA,NA,104,0.52
200,32,"glm_fit",10,20660716,0.00854310000022451,1087800,4,NA,NA,105,0.525
200,32,"glm_fit",11,20660717,0.00515930000028675,1256488,5,NA,NA,107,0.535
200,32,"glm_fit",12,20660718,0.00511060000008001,1256488,5,NA,NA,103,0.515
200,32,"glm_fit",13,20660719,0.00478130000010424,1256488,5,NA,NA,107,0.535
200,32,"glm_fit",14,20660720,0.00565339999980097,1256488,5,NA,NA,99,0.495
200,32,"glm_fit",15,20660721,0.00596650000011323,1425176,6,NA,NA,108,0.54
200,32,"glm_fit",16,20660722,0.00522730000011506,1087800,4,NA,NA,106,0.53
200,32,"glm_fit",17,20660723,0.00715370000011717,1256488,5,NA,NA,94,0.47
200,32,"glm_fit",18,20660724,0.00484490000030746,1256488,5,NA,NA,104,0.52
200,32,"glm_fit",19,20660725,0.00739210000006096,1256488,5,NA,NA,93,0.465
200,32,"glm_fit",20,20660726,0.00571620000005169,1087800,4,NA,NA,105,0.525
200,32,"glm_fit",21,20660727,0.00486100000011902,1256488,5,NA,NA,98,0.49
200,32,"glm_fit",22,20660728,0.00748740000017278,1256488,5,NA,NA,109,0.545
200,32,"glm_fit",23,20660729,0.00440230000026531,1256488,5,NA,NA,103,0.515
200,32,"glm_fit",24,20660730,0.00696670000002086,1425176,6,NA,NA,99,0.495
200,32,"glm_fit",25,20660731,0.00482110000007197,1087800,4,NA,NA,99,0.495
200,32,"glm_fit",26,20660732,0.00586970000017573,1087800,4,NA,NA,103,0.515
200,32,"glm_fit",27,20660733,0.007369300000164,1256488,5,NA,NA,104,0.52
200,32,"glm_fit",28,20660734,0.00680290000013883,1087800,4,NA,NA,101,0.505
200,32,"glm_fit",29,20660735,0.00413200000025427,1087800,4,NA,NA,110,0.55
200,32,"glm_fit",30,20660736,0.00425850000010541,1256488,5,NA,NA,93,0.465
500,4,"DEF.poly3",1,20760707,0.00342700000010154,244480,4,NA,NA,270,0.54
500,4,"DEF.poly3",2,20760708,0.00323690000004717,244480,4,NA,NA,263,0.526
500,4,"DEF.poly3",3,20760709,0.00368520000006356,244480,4,NA,NA,248,0.496
500,4,"DEF.poly3",4,20760710,0.00394750000009481,244480,4,NA,NA,248,0.496
500,4,"DEF.poly3",5,20760711,0.0050115999999889,244504,3,NA,NA,254,0.508
500,4,"DEF.poly3",6,20760712,0.00310800000011113,244480,4,NA,NA,256,0.512
500,4,"DEF.poly3",7,20760713,0.0047988000001169,244480,4,NA,NA,269,0.538
500,4,"DEF.poly3",8,20760714,0.0054362000000765,244480,4,NA,NA,277,0.554
500,4,"DEF.poly3",9,20760715,0.00512060000005476,244480,4,NA,NA,262,0.524
500,4,"DEF.poly3",10,20760716,0.00567630000000463,244480,3,NA,NA,245,0.49
500,4,"DEF.poly3",11,20760717,0.00411220000000867,244480,3,NA,NA,263,0.526
500,4,"DEF.poly3",12,20760718,0.00580050000030496,244480,4,NA,NA,252,0.504
500,4,"DEF.poly3",13,20760719,0.00541500000031192,244480,4,NA,NA,240,0.48
500,4,"DEF.poly3",14,20760720,0.00557790000016212,244480,4,NA,NA,252,0.504
500,4,"DEF.poly3",15,20760721,0.00619510000024093,244480,4,NA,NA,263,0.526
500,4,"DEF.poly3",16,20760722,0.00393520000034187,244480,4,NA,NA,248,0.496
500,4,"DEF.poly3",17,20760723,0.0185342000002038,244480,3,NA,NA,259,0.518
500,4,"DEF.poly3",18,20760724,0.00645080000003873,244480,4,NA,NA,253,0.506
500,4,"DEF.poly3",19,20760725,0.00547789999995985,244480,4,NA,NA,276,0.552
500,4,"DEF.poly3",20,20760726,0.00598420000005717,244480,4,NA,NA,260,0.52
500,4,"DEF.poly3",21,20760727,0.00383670000019265,244480,4,NA,NA,253,0.506
500,4,"DEF.poly3",22,20760728,0.00507710000010775,244480,4,NA,NA,269,0.538
500,4,"DEF.poly3",23,20760729,0.00554180000017368,244480,4,NA,NA,259,0.518
500,4,"DEF.poly3",24,20760730,0.00500320000014653,244480,4,NA,NA,270,0.54
500,4,"DEF.poly3",25,20760731,0.00596740000014506,244480,4,NA,NA,239,0.478
500,4,"DEF.poly3",26,20760732,0.00337720000015906,244480,4,NA,NA,259,0.518
500,4,"DEF.poly3",27,20760733,0.00500690000012582,244480,4,NA,NA,245,0.49
500,4,"DEF.poly3",28,20760734,0.00550410000028023,244480,4,NA,NA,266,0.532
500,4,"DEF.poly3",29,20760735,0.00503790000016124,244480,4,NA,NA,258,0.516
500,4,"DEF.poly3",30,20760736,0.00381459999994149,244480,4,NA,NA,251,0.502
500,4,"DEF.stukel",1,20760707,0.00408620000007431,237576,4,NA,NA,270,0.54
500,4,"DEF.stukel",2,20760708,0.00337570000010601,237576,4,NA,NA,263,0.526
500,4,"DEF.stukel",3,20760709,0.00342070000010608,237576,4,NA,NA,248,0.496
500,4,"DEF.stukel",4,20760710,0.00326900000004571,237576,4,NA,NA,248,0.496
500,4,"DEF.stukel",5,20760711,0.00332650000018475,237576,3,NA,NA,254,0.508
500,4,"DEF.stukel",6,20760712,0.00280890000021827,237576,4,NA,NA,256,0.512
500,4,"DEF.stukel",7,20760713,0.00471740000011778,237576,4,NA,NA,269,0.538
500,4,"DEF.stukel",8,20760714,0.00468860000000859,237576,4,NA,NA,277,0.554
500,4,"DEF.stukel",9,20760715,0.00566760000015165,237576,4,NA,NA,262,0.524
500,4,"DEF.stukel",10,20760716,0.00517630000013014,237576,3,NA,NA,245,0.49
500,4,"DEF.stukel",11,20760717,0.00385860000005778,237576,3,NA,NA,263,0.526
500,4,"DEF.stukel",12,20760718,0.00577829999997448,237576,4,NA,NA,252,0.504
500,4,"DEF.stukel",13,20760719,0.00525599999991755,237576,4,NA,NA,240,0.48
500,4,"DEF.stukel",14,20760720,0.00596520000021883,237576,4,NA,NA,252,0.504
500,4,"DEF.stukel",15,20760721,0.00502160000019103,237576,4,NA,NA,263,0.526
500,4,"DEF.stukel",16,20760722,0.00309700000002522,237576,4,NA,NA,248,0.496
500,4,"DEF.stukel",17,20760723,0.00514160000011543,237576,3,NA,NA,259,0.518
500,4,"DEF.stukel",18,20760724,0.00686059999998179,237576,4,NA,NA,253,0.506
500,4,"DEF.stukel",19,20760725,0.00587930000006054,237576,4,NA,NA,276,0.552
500,4,"DEF.stukel",20,20760726,0.00483000000031097,237576,4,NA,NA,260,0.52
500,4,"DEF.stukel",21,20760727,0.00307050000014897,237576,4,NA,NA,253,0.506
500,4,"DEF.stukel",22,20760728,0.00521230000003925,237576,4,NA,NA,269,0.538
500,4,"DEF.stukel",23,20760729,0.00551460000019688,237576,4,NA,NA,259,0.518
500,4,"DEF.stukel",24,20760730,0.00589270000000397,237576,4,NA,NA,270,0.54
500,4,"DEF.stukel",25,20760731,0.0046810000003461,237576,4,NA,NA,239,0.478
500,4,"DEF.stukel",26,20760732,0.00307260000022325,237576,4,NA,NA,259,0.518
500,4,"DEF.stukel",27,20760733,0.0124895999999808,237576,4,NA,NA,245,0.49
500,4,"DEF.stukel",28,20760734,0.00487420000013117,237576,4,NA,NA,266,0.532
500,4,"DEF.stukel",29,20760735,0.00708940000026814,237576,4,NA,NA,258,0.516
500,4,"DEF.stukel",30,20760736,0.00439810000011676,237576,4,NA,NA,251,0.502
500,4,"EF",1,20760707,0.00260550000007242,130312,4,NA,NA,270,0.54
500,4,"EF",2,20760708,0.00164470000026995,130312,4,NA,NA,263,0.526
500,4,"EF",3,20760709,0.00179360000015549,130312,4,NA,NA,248,0.496
500,4,"EF",4,20760710,0.00226810000003752,130312,4,NA,NA,248,0.496
500,4,"EF",5,20760711,0.00188520000006065,130312,3,NA,NA,254,0.508
500,4,"EF",6,20760712,0.00155420000010054,130312,4,NA,NA,256,0.512
500,4,"EF",7,20760713,0.00264500000002954,130312,4,NA,NA,269,0.538
500,4,"EF",8,20760714,0.00271629999997458,130312,4,NA,NA,277,0.554
500,4,"EF",9,20760715,0.00309630000015204,130312,4,NA,NA,262,0.524
500,4,"EF",10,20760716,0.00297560000012709,130312,3,NA,NA,245,0.49
500,4,"EF",11,20760717,0.00167689999989307,130312,3,NA,NA,263,0.526
500,4,"EF",12,20760718,0.00365290000013374,130312,4,NA,NA,252,0.504
500,4,"EF",13,20760719,0.0025861999999961,130312,4,NA,NA,240,0.48
500,4,"EF",14,20760720,0.00307090000001153,130312,4,NA,NA,252,0.504
500,4,"EF",15,20760721,0.0049599000001308,130312,4,NA,NA,263,0.526
500,4,"EF",16,20760722,0.00163320000024214,130312,4,NA,NA,248,0.496
500,4,"EF",17,20760723,0.00267000000008011,130312,3,NA,NA,259,0.518
500,4,"EF",18,20760724,0.00917550000008305,130312,4,NA,NA,253,0.506
500,4,"EF",19,20760725,0.00247540000009394,130312,4,NA,NA,276,0.552
500,4,"EF",20,20760726,0.00274480000030053,130312,4,NA,NA,260,0.52
500,4,"EF",21,20760727,0.00163490000022648,130312,4,NA,NA,253,0.506
500,4,"EF",22,20760728,0.00282980000019961,130312,4,NA,NA,269,0.538
500,4,"EF",23,20760729,0.00278190000017275,130312,4,NA,NA,259,0.518
500,4,"EF",24,20760730,0.00310120000017378,130312,4,NA,NA,270,0.54
500,4,"EF",25,20760731,0.00239450000003671,130312,4,NA,NA,239,0.478
500,4,"EF",26,20760732,0.00161820000016633,130312,4,NA,NA,259,0.518
500,4,"EF",27,20760733,0.00344870000003539,130312,4,NA,NA,245,0.49
500,4,"EF",28,20760734,0.00293270000020129,130312,4,NA,NA,266,0.532
500,4,"EF",29,20760735,0.01478410000027,130312,4,NA,NA,258,0.516
500,4,"EF",30,20760736,0.00285320000011779,130312,4,NA,NA,251,0.502
500,4,"HL",1,20760707,0.00218110000014349,105600,4,NA,NA,270,0.54
500,4,"HL",2,20760708,0.00213430000030712,105600,4,NA,NA,263,0.526
500,4,"HL",3,20760709,0.00222420000022794,105600,4,NA,NA,248,0.496
500,4,"HL",4,20760710,0.00261100000011538,105600,4,NA,NA,248,0.496
500,4,"HL",5,20760711,0.00207700000009936,105600,3,NA,NA,254,0.508
500,4,"HL",6,20760712,0.00173040000004221,105600,4,NA,NA,256,0.512
500,4,"HL",7,20760713,0.00304510000023583,105600,4,NA,NA,269,0.538
500,4,"HL",8,20760714,0.00287189999994553,105600,4,NA,NA,277,0.554
500,4,"HL",9,20760715,0.0026981999999407,105600,4,NA,NA,262,0.524
500,4,"HL",10,20760716,0.00463330000025053,105600,3,NA,NA,245,0.49
500,4,"HL",11,20760717,0.002553700000135,105600,3,NA,NA,263,0.526
500,4,"HL",12,20760718,0.00308630000017729,105600,4,NA,NA,252,0.504
500,4,"HL",13,20760719,0.00455600000009326,105600,4,NA,NA,240,0.48
500,4,"HL",14,20760720,0.00402270000017779,105600,4,NA,NA,252,0.504
500,4,"HL",15,20760721,0.00270580000005793,105600,4,NA,NA,263,0.526
500,4,"HL",16,20760722,0.00285470000017085,105600,4,NA,NA,248,0.496
500,4,"HL",17,20760723,0.00282200000015109,105600,3,NA,NA,259,0.518
500,4,"HL",18,20760724,0.00270910000017466,105600,4,NA,NA,253,0.506
500,4,"HL",19,20760725,0.00268510000023525,105600,4,NA,NA,276,0.552
500,4,"HL",20,20760726,0.0117548000000625,105600,4,NA,NA,260,0.52
500,4,"HL",21,20760727,0.00199130000009973,105600,4,NA,NA,253,0.506
500,4,"HL",22,20760728,0.00300640000023122,105600,4,NA,NA,269,0.538
500,4,"HL",23,20760729,0.003096400000004,105600,4,NA,NA,259,0.518
500,4,"HL",24,20760730,0.00277780000010353,105600,4,NA,NA,270,0.54
500,4,"HL",25,20760731,0.00289610000004359,105600,4,NA,NA,239,0.478
500,4,"HL",26,20760732,0.00237550000019837,105600,4,NA,NA,259,0.518
500,4,"HL",27,20760733,0.00258590000021286,105600,4,NA,NA,245,0.49
500,4,"HL",28,20760734,0.00274830000012116,105600,4,NA,NA,266,0.532
500,4,"HL",29,20760735,0.00325070000008054,105600,4,NA,NA,258,0.516
500,4,"HL",30,20760736,0.00187110000024404,105600,4,NA,NA,251,0.502
500,4,"Pigeon-Heyse",1,20760707,0.00221590000023753,107568,4,NA,NA,270,0.54
500,4,"Pigeon-Heyse",2,20760708,0.00167320000014115,107568,4,NA,NA,263,0.526
500,4,"Pigeon-Heyse",3,20760709,0.00169070000015381,107568,4,NA,NA,248,0.496
500,4,"Pigeon-Heyse",4,20760710,0.00159990000020116,107568,4,NA,NA,248,0.496
500,4,"Pigeon-Heyse",5,20760711,0.00198300000010931,107568,3,NA,NA,254,0.508
500,4,"Pigeon-Heyse",6,20760712,0.00156809999998586,107568,4,NA,NA,256,0.512
500,4,"Pigeon-Heyse",7,20760713,0.0107697000000826,107568,4,NA,NA,269,0.538
500,4,"Pigeon-Heyse",8,20760714,0.00277940000023591,107568,4,NA,NA,277,0.554
500,4,"Pigeon-Heyse",9,20760715,0.00246790000028341,107568,4,NA,NA,262,0.524
500,4,"Pigeon-Heyse",10,20760716,0.00275060000012672,107568,3,NA,NA,245,0.49
500,4,"Pigeon-Heyse",11,20760717,0.00159940000003189,107568,3,NA,NA,263,0.526
500,4,"Pigeon-Heyse",12,20760718,0.00250760000017181,107568,4,NA,NA,252,0.504
500,4,"Pigeon-Heyse",13,20760719,0.00593530000014653,107568,4,NA,NA,240,0.48
500,4,"Pigeon-Heyse",14,20760720,0.00284660000011172,107568,4,NA,NA,252,0.504
500,4,"Pigeon-Heyse",15,20760721,0.00478880000014215,107568,4,NA,NA,263,0.526
500,4,"Pigeon-Heyse",16,20760722,0.00170130000014979,107568,4,NA,NA,248,0.496
500,4,"Pigeon-Heyse",17,20760723,0.00339870000016163,107568,3,NA,NA,259,0.518
500,4,"Pigeon-Heyse",18,20760724,0.00473670000019411,107568,4,NA,NA,253,0.506
500,4,"Pigeon-Heyse",19,20760725,0.00269390000016756,107568,4,NA,NA,276,0.552
500,4,"Pigeon-Heyse",20,20760726,0.00250840000012431,107568,4,NA,NA,260,0.52
500,4,"Pigeon-Heyse",21,20760727,0.00230220000003101,107568,4,NA,NA,253,0.506
500,4,"Pigeon-Heyse",22,20760728,0.00387080000018614,107568,4,NA,NA,269,0.538
500,4,"Pigeon-Heyse",23,20760729,0.00597080000011374,107568,4,NA,NA,259,0.518
500,4,"Pigeon-Heyse",24,20760730,0.00334130000010191,107568,4,NA,NA,270,0.54
500,4,"Pigeon-Heyse",25,20760731,0.00291460000016741,107568,4,NA,NA,239,0.478
500,4,"Pigeon-Heyse",26,20760732,0.00601720000008754,107568,4,NA,NA,259,0.518
500,4,"Pigeon-Heyse",27,20760733,0.00283000000035827,107568,4,NA,NA,245,0.49
500,4,"Pigeon-Heyse",28,20760734,0.00352060000000165,107568,4,NA,NA,266,0.532
500,4,"Pigeon-Heyse",29,20760735,0.00662929999998596,107568,4,NA,NA,258,0.516
500,4,"Pigeon-Heyse",30,20760736,0.00150410000014745,107568,4,NA,NA,251,0.502
500,4,"Osius-Rojek",1,20760707,0.00129340000012235,142168,4,NA,NA,270,0.54
500,4,"Osius-Rojek",2,20760708,0.00114490000009937,142168,4,NA,NA,263,0.526
500,4,"Osius-Rojek",3,20760709,0.00170220000018162,142168,4,NA,NA,248,0.496
500,4,"Osius-Rojek",4,20760710,0.00206189999994422,142168,4,NA,NA,248,0.496
500,4,"Osius-Rojek",5,20760711,0.00112060000014935,142168,3,NA,NA,254,0.508
500,4,"Osius-Rojek",6,20760712,0.00110580000000482,142168,4,NA,NA,256,0.512
500,4,"Osius-Rojek",7,20760713,0.00230230000011034,142168,4,NA,NA,269,0.538
500,4,"Osius-Rojek",8,20760714,0.00186770000004799,142168,4,NA,NA,277,0.554
500,4,"Osius-Rojek",9,20760715,0.00310809999996309,142168,4,NA,NA,262,0.524
500,4,"Osius-Rojek",10,20760716,0.00180479999994532,142168,3,NA,NA,245,0.49
500,4,"Osius-Rojek",11,20760717,0.00110520000021097,142168,3,NA,NA,263,0.526
500,4,"Osius-Rojek",12,20760718,0.00244990000010148,142168,4,NA,NA,252,0.504
500,4,"Osius-Rojek",13,20760719,0.00223740000024009,142168,4,NA,NA,240,0.48
500,4,"Osius-Rojek",14,20760720,0.00249810000013895,142168,4,NA,NA,252,0.504
500,4,"Osius-Rojek",15,20760721,0.00955740000017613,142168,4,NA,NA,263,0.526
500,4,"Osius-Rojek",16,20760722,0.00113200000009783,142168,4,NA,NA,248,0.496
500,4,"Osius-Rojek",17,20760723,0.00221700000020064,142168,3,NA,NA,259,0.518
500,4,"Osius-Rojek",18,20760724,0.00212590000023738,142168,4,NA,NA,253,0.506
