"family","param","n","G","alpha","test","reject_rate","power_size_adj","size_at_cell","B","mcse"
"contint","0.7",1000,10,0.1,"DEF.poly2",0.8064,0.8102,0.1001,5000,0.00558782676896842
"contint","0.7",1000,10,0.01,"DEF.poly3",0.4848,0.4882,0.0106,5000,0.00706779965760207
"contint","0.7",1000,10,0.05,"DEF.poly3",0.682,0.6886,0.0501,5000,0.0065859851199346
"contint","0.7",1000,10,0.1,"DEF.poly3",0.768,0.778,0.0987,5000,0.00596952259397684
"contint","0.7",1000,10,0.01,"DEF.stukel",0.58189827793352,0.436724068882659,0.0111,5000,0.00697556696006173
"contint","0.7",1000,10,0.05,"DEF.stukel",0.752102523027633,0.632559070885062,0.0483,5000,0.00610646080611514
"contint","0.7",1000,10,0.1,"DEF.stukel",0.823187825390469,0.719263115738887,0.0989,5000,0.00539536151744033
"contint","0.7",1000,10,0.01,"EF",0.2508,0.2768,0.0077,5000,0.00613024240956261
"contint","0.7",1000,10,0.05,"EF",0.4486,0.461,0.0458,5000,0.00703360561874207
"contint","0.7",1000,10,0.1,"EF",0.5624,0.5728,0.0939,5000,0.00701578562956423
"contint","0.7",1000,10,0.01,"HL",0.288,0.3174,0.0077,5000,0.00640399875078064
"contint","0.7",1000,10,0.05,"HL",0.4998,0.5106,0.0459,5000,0.00707106724618003
"contint","0.7",1000,10,0.1,"HL",0.6124,0.6232,0.0945,5000,0.00689008330864003
"contint","0.7",1000,10,0.01,"HL-equalwidth",0.131,0.0708,0.0102,5000,0.00477156158924937
"contint","0.7",1000,10,0.05,"HL-equalwidth",0.2994,0.2032,0.047,5000,0.00647703080122366
"contint","0.7",1000,10,0.1,"HL-equalwidth",0.4276,0.3138,0.0919,5000,0.00699654543328349
"contint","0.7",1000,10,0.01,"Pigeon-Heyse",0.2418,0.3178,0.0046,5000,0.0060552912398992
"contint","0.7",1000,10,0.05,"Pigeon-Heyse",0.4364,0.5114,0.0285,5000,0.00701363015848426
"contint","0.7",1000,10,0.1,"Pigeon-Heyse",0.5492,0.6236,0.0622,5000,0.00703675152325276
"contint","0.7",1000,10,0.01,"Stukel",0.5958,0.4948,0.0202,5000,0.00694006282392314
"contint","0.7",1000,10,0.05,"Stukel",0.7558,0.7172,0.0694,5000,0.00607562935011674
"contint","0.7",1000,10,0.1,"Stukel",0.8302,0.8128,0.1152,5000,0.0053097638365562
"contint","0.7",1000,10,0.01,"Tsiatis",0.634,0.6312,0.0102,5000,0.00681240045798836
"contint","0.7",1000,10,0.05,"Tsiatis",0.823,0.8268,0.0488,5000,0.00539761058247073
"contint","0.7",1000,10,0.1,"Tsiatis",0.8854,0.883,0.103,5000,0.0045048160894758
"contint","0.7",1000,10,0.01,"Xie",0.6258,0.7126,0.0045,5000,0.00684360080659297
"contint","0.7",1000,10,0.05,"Xie",0.8116,0.8624,0.026,5000,0.00553001699816556
"contint","0.7",1000,10,0.1,"Xie",0.879,0.917,0.0585,5000,0.00461213616451206
"contint","0.1",2000,10,0.01,"DEF.poly2",0.0386,0.0376,0.0107,5000,0.00272433624943765
"contint","0.1",2000,10,0.05,"DEF.poly2",0.1244,0.1282,0.049,5000,0.00466743269903274
"contint","0.1",2000,10,0.1,"DEF.poly2",0.203,0.2094,0.097,5000,0.00568842684755636
"contint","0.1",2000,10,0.01,"DEF.poly3",0.0314,0.0332,0.0099,5000,0.00246633493264804
"contint","0.1",2000,10,0.05,"DEF.poly3",0.0992,0.1062,0.0473,5000,0.00422751369010202
"contint","0.1",2000,10,0.1,"DEF.poly3",0.1696,0.1722,0.0987,5000,0.00530727500700689
"contint","0.1",2000,10,0.01,"DEF.stukel",0.0388,0,0.0108,5000,0.00273110087693589
"contint","0.1",2000,10,0.05,"DEF.stukel",0.11,2e-04,0.0482,5000,0.00442492937796752
"contint","0.1",2000,10,0.1,"DEF.stukel",0.1824,2e-04,0.0945,5000,0.00546132291665673
"contint","0.1",2000,10,0.01,"EF",0.015,0.0162,0.0088,5000,0.00171901134376711
"contint","0.1",2000,10,0.05,"EF",0.0654,0.0678,0.049,5000,0.00349636496950762
"contint","0.1",2000,10,0.1,"EF",0.1244,0.1228,0.1004,5000,0.00466743269903274
"contint","0.1",2000,10,0.01,"HL",0.015,0.016,0.0088,5000,0.00171901134376711
"contint","0.1",2000,10,0.05,"HL",0.0658,0.0686,0.0488,5000,0.00350629034736144
"contint","0.1",2000,10,0.1,"HL",0.126,0.1256,0.1003,5000,0.00469305870408628
"contint","0.1",2000,10,0.01,"HL-equalwidth",0.0493330510268897,6e-04,0.0101,5000,0.00306265574635048
"contint","0.1",2000,10,0.05,"HL-equalwidth",0.150751640906204,0.0026,0.0469,5000,0.00506014987268738
"contint","0.1",2000,10,0.1,"HL-equalwidth",0.246876984967182,0.0042,0.0936,5000,0.00609801179501476
"contint","0.1",2000,10,0.01,"Pigeon-Heyse",0.009,0.0158,0.0048,5000,0.00133558975737312
"contint","0.1",2000,10,0.05,"Pigeon-Heyse",0.0412,0.0674,0.0314,5000,0.00281078494374792
"contint","0.1",2000,10,0.1,"Pigeon-Heyse",0.0824,0.123,0.067,5000,0.00388870775451177
"contint","0.1",2000,10,0.01,"Stukel",NA,NA,0.022,5000,NA
"contint","0.1",2000,10,0.05,"Stukel",NA,NA,0.0675,5000,NA
"contint","0.1",2000,10,0.1,"Stukel",NA,NA,0.1149,5000,NA
"contint","0.1",2000,10,0.01,"Tsiatis",0.0208,0.0236,0.009,5000,0.00201828441999635
"contint","0.1",2000,10,0.05,"Tsiatis",0.0814,0.0792,0.0521,5000,0.0038671446830963
"contint","0.1",2000,10,0.1,"Tsiatis",0.1524,0.147,0.1043,5000,0.00508279922877149
"contint","0.1",2000,10,0.01,"Xie",0.0138,0.024,0.0052,5000,0.00164982180855994
"contint","0.1",2000,10,0.05,"Xie",0.0658,0.1002,0.0289,5000,0.00350629034736144
"contint","0.1",2000,10,0.1,"Xie",0.124,0.1778,0.0646,5000,0.00466098701993473
"contint","0.3",2000,10,0.01,"DEF.poly2",0.2866,0.283,0.0107,5000,0.00639469217398304
"contint","0.3",2000,10,0.05,"DEF.poly2",0.495,0.5062,0.049,5000,0.00707071424963561
"contint","0.3",2000,10,0.1,"DEF.poly2",0.6118,0.6264,0.097,5000,0.00689203540327529
"contint","0.3",2000,10,0.01,"DEF.poly3",0.2208,0.2342,0.0099,5000,0.0058659587451669
"contint","0.3",2000,10,0.05,"DEF.poly3",0.421,0.442,0.0473,5000,0.00698224892137197
"contint","0.3",2000,10,0.1,"DEF.poly3",0.5378,0.5464,0.0987,5000,0.00705083200764279
"contint","0.3",2000,10,0.01,"DEF.stukel",0.2892,0.0018,0.0108,5000,0.00641191640619246
"contint","0.3",2000,10,0.05,"DEF.stukel",0.494,0.0202,0.0482,5000,0.00707055867665349
"contint","0.3",2000,10,0.1,"DEF.stukel",0.6086,0.0576,0.0945,5000,0.00690226107880599
"contint","0.3",2000,10,0.01,"EF",0.0974,0.1048,0.0088,5000,0.00419316682234323
"contint","0.3",2000,10,0.05,"EF",0.2388,0.2456,0.049,5000,0.00602950346214346
"contint","0.3",2000,10,0.1,"EF",0.353,0.3506,0.1004,5000,0.00675856493643436
"contint","0.3",2000,10,0.01,"HL",0.1006,0.1076,0.0088,5000,0.00425393088801405
"contint","0.3",2000,10,0.05,"HL",0.2462,0.2528,0.0488,5000,0.00609238147196973
"contint","0.3",2000,10,0.1,"HL",0.3612,0.3602,0.1003,5000,0.00679315184579294
"contint","0.3",2000,10,0.01,"HL-equalwidth",0.1562,0.0162,0.0101,5000,0.00513422944559356
"contint","0.3",2000,10,0.05,"HL-equalwidth",0.3504,0.0536,0.0469,5000,0.00674714517407177
"contint","0.3",2000,10,0.1,"HL-equalwidth",0.4754,0.0934,0.0936,5000,0.00706250437168006
"contint","0.3",2000,10,0.01,"Pigeon-Heyse",0.0698,0.107,0.0048,5000,0.00360355269144216
"contint","0.3",2000,10,0.05,"Pigeon-Heyse",0.1944,0.2506,0.0314,5000,0.00559658181392893
"contint","0.3",2000,10,0.1,"Pigeon-Heyse",0.2868,0.3584,0.067,5000,0.00639602626636258
"contint","0.3",2000,10,0.01,"Stukel",0.266824085005903,0.171192443919717,0.022,5000,0.00625506183289447
"contint","0.3",2000,10,0.05,"Stukel",0.456906729634002,0.391971664698937,0.0675,5000,0.00704475649045676
"contint","0.3",2000,10,0.1,"Stukel",0.582054309327037,0.554899645808737,0.1149,5000,0.00697520021678035
"contint","0.3",2000,10,0.01,"Tsiatis",0.1656,0.1758,0.009,5000,0.0052569314243197
"contint","0.3",2000,10,0.05,"Tsiatis",0.362,0.3568,0.0521,5000,0.006796410817483
"contint","0.3",2000,10,0.1,"Tsiatis",0.4854,0.476,0.1043,5000,0.00706805263138299
"contint","0.3",2000,10,0.01,"Xie",0.1498,0.2096,0.0052,5000,0.00504697850203466
"contint","0.3",2000,10,0.05,"Xie",0.3414,0.4218,0.0289,5000,0.00670590843957774
"contint","0.3",2000,10,0.1,"Xie",0.4642,0.5446,0.0646,5000,0.00705291939554111
"contint","0.5",2000,10,0.01,"DEF.poly2",0.5582,0.5544,0.0107,5000,0.00702300163747667
"contint","0.5",2000,10,0.05,"DEF.poly2",0.7618,0.7686,0.049,5000,0.00602429680543713
"contint","0.5",2000,10,0.1,"DEF.poly2",0.8408,0.8506,0.097,5000,0.00517407692250512
"contint","0.5",2000,10,0.01,"DEF.poly3",0.4898,0.505,0.0099,5000,0.0070695963109643
"contint","0.5",2000,10,0.05,"DEF.poly3",0.696,0.7128,0.0473,5000,0.00650513643208196
"contint","0.5",2000,10,0.1,"DEF.poly3",0.7904,0.7988,0.0987,5000,0.00575617650875996
"contint","0.5",2000,10,0.01,"DEF.stukel",0.5884,0.1498,0.0108,5000,0.00695967585452081
"contint","0.5",2000,10,0.05,"DEF.stukel",0.7848,0.3694,0.0482,5000,0.00581186648160468
"contint","0.5",2000,10,0.1,"DEF.stukel",0.8554,0.5064,0.0945,5000,0.00497374788263338
"contint","0.5",2000,10,0.01,"EF",0.2556,0.2642,0.0088,5000,0.00616877037990554
"contint","0.5",2000,10,0.05,"EF",0.461,0.4706,0.049,5000,0.00704952480668023
"contint","0.5",2000,10,0.1,"EF",0.5844,0.5828,0.1004,5000,0.00696960027548209
"contint","0.5",2000,10,0.01,"HL",0.2666,0.2768,0.0088,5000,0.0062533901205666
"contint","0.5",2000,10,0.05,"HL",0.4842,0.49,0.0488,5000,0.00706753648734833
"contint","0.5",2000,10,0.1,"HL",0.601,0.6002,0.1003,5000,0.0069253014374827
"contint","0.5",2000,10,0.01,"HL-equalwidth",0.2446,0.078,0.0101,5000,0.00607899399572002
"contint","0.5",2000,10,0.05,"HL-equalwidth",0.4608,0.209,0.0469,5000,0.00704930294426335
"contint","0.5",2000,10,0.1,"HL-equalwidth",0.588,0.3054,0.0936,5000,0.00696068962100739
"contint","0.5",2000,10,0.01,"Pigeon-Heyse",0.2188,0.2776,0.0048,5000,0.00584682067452047
"contint","0.5",2000,10,0.05,"Pigeon-Heyse",0.4078,0.4898,0.0314,5000,0.00694980805490339
"contint","0.5",2000,10,0.1,"Pigeon-Heyse",0.534,0.5998,0.067,5000,0.00705470056061914
"contint","0.5",2000,10,0.01,"Stukel",0.609207266721718,0.468001651527663,0.022,5000,0.00690034452611131
"contint","0.5",2000,10,0.05,"Stukel",0.792733278282411,0.739265070189926,0.0675,5000,0.00573249034514725
"contint","0.5",2000,10,0.1,"Stukel",0.864781172584641,0.847646573080099,0.1149,5000,0.00483600446914133
"contint","0.5",2000,10,0.01,"Tsiatis",0.579,0.5936,0.009,5000,0.00698224892137197
"contint","0.5",2000,10,0.05,"Tsiatis",0.787,0.7814,0.0521,5000,0.00579018134431038
"contint","0.5",2000,10,0.1,"Tsiatis",0.8714,0.8678,0.1043,5000,0.0047341744792519
"contint","0.5",2000,10,0.01,"Xie",0.5718,0.6598,0.0052,5000,0.0069977819342989
"contint","0.5",2000,10,0.05,"Xie",0.7814,0.832,0.0289,5000,0.00584489589299929
"contint","0.5",2000,10,0.1,"Xie",0.8584,0.8984,0.0646,5000,0.00493050585640054
"contint","0.7",2000,10,0.01,"DEF.poly2",0.8584,0.8532,0.0107,5000,0.00493050585640054
"contint","0.7",2000,10,0.05,"DEF.poly2",0.947,0.9478,0.049,5000,0.00316831185333767
"contint","0.7",2000,10,0.1,"DEF.poly2",0.9704,0.9728,0.097,5000,0.00239682456596222
"contint","0.7",2000,10,0.01,"DEF.poly3",0.8318,0.8414,0.0099,5000,0.00528977806717824
"contint","0.7",2000,10,0.05,"DEF.poly3",0.9314,0.9354,0.0473,5000,0.00357474586509307
"contint","0.7",2000,10,0.1,"DEF.poly3",0.96,0.962,0.0987,5000,0.0027712812921102
"contint","0.7",2000,10,0.01,"DEF.stukel",0.881657989587505,0.792350820985182,0.0108,5000,0.00456808885605401
"contint","0.7",2000,10,0.05,"DEF.stukel",0.95374449339207,0.905686824189027,0.0482,5000,0.00297038498233388
"contint","0.7",2000,10,0.1,"DEF.stukel",0.977773327993592,0.94373247897477,0.0945,5000,0.00208483318555357
"contint","0.7",2000,10,0.01,"EF",0.5944,0.608,0.0088,5000,0.00694389861677142
"contint","0.7",2000,10,0.05,"EF",0.7754,0.7804,0.049,5000,0.00590177668164427
"contint","0.7",2000,10,0.1,"EF",0.8554,0.8544,0.1004,5000,0.00497374788263338
"contint","0.7",2000,10,0.01,"HL",0.6306,0.6406,0.0088,5000,0.00682559360055959
"contint","0.7",2000,10,0.05,"HL",0.8054,0.808,0.0488,5000,0.00559876486378916
"contint","0.7",2000,10,0.1,"HL",0.8762,0.8756,0.1003,5000,0.004657758259077
"contint","0.7",2000,10,0.01,"HL-equalwidth",0.389,0.2982,0.0101,5000,0.00689462109183674
"contint","0.7",2000,10,0.05,"HL-equalwidth",0.6232,0.536,0.0469,5000,0.0068530542096207
"contint","0.7",2000,10,0.1,"HL-equalwidth",0.7366,0.6624,0.0936,5000,0.00622929273673986
"contint","0.7",2000,10,0.01,"Pigeon-Heyse",0.5728,0.644,0.0048,5000,0.0069957152600717
"contint","0.7",2000,10,0.05,"Pigeon-Heyse",0.758,0.8098,0.0314,5000,0.00605699595509193
"contint","0.7",2000,10,0.1,"Pigeon-Heyse",0.8374,0.8772,0.067,5000,0.00521845264422319
"contint","0.7",2000,10,0.01,"Stukel",0.9016,0.841,0.022,5000,0.00421230198347649
"contint","0.7",2000,10,0.05,"Stukel",0.9656,0.9488,0.0675,5000,0.00257746542168852
"contint","0.7",2000,10,0.1,"Stukel",0.9816,0.9778,0.1149,5000,0.00190060200989055
"contint","0.7",2000,10,0.01,"Tsiatis",0.965,0.9676,0.009,5000,0.00259903828367341
"contint","0.7",2000,10,0.05,"Tsiatis",0.991,0.991,0.0521,5000,0.00133558975737312
"contint","0.7",2000,10,0.1,"Tsiatis",0.9966,0.9962,0.1043,5000,0.000823218075603295
"contint","0.7",2000,10,0.01,"Xie",0.9626,0.9784,0.0052,5000,0.00268332778467335
"contint","0.7",2000,10,0.05,"Xie",0.9904,0.9932,0.0289,5000,0.00137897353129058
"contint","0.7",2000,10,0.1,"Xie",0.9958,0.9974,0.0646,5000,0.000914588432028307
"contint","0.1",5000,10,0.01,"DEF.poly2",0.1118,0.1136,0.0099,5000,0.00445647304490894
"contint","0.1",5000,10,0.05,"DEF.poly2",0.2546,0.2554,0.0512,5000,0.0061608252693937
"contint","0.1",5000,10,0.1,"DEF.poly2",0.353,0.3536,0.1031,5000,0.00675856493643436
"contint","0.1",5000,10,0.01,"DEF.poly3",0.0836,0.089,0.0087,5000,0.00391435920681789
"contint","0.1",5000,10,0.05,"DEF.poly3",0.2064,0.2044,0.0516,5000,0.00572361843591971
"contint","0.1",5000,10,0.1,"DEF.poly3",0.3,0.2924,0.1051,5000,0.00648074069840786
"contint","0.1",5000,10,0.01,"DEF.stukel",0.09,0,0.0092,5000,0.00404722126896961
"contint","0.1",5000,10,0.05,"DEF.stukel",0.2288,0,0.052,5000,0.0059405481228587
"contint","0.1",5000,10,0.1,"DEF.stukel",0.3362,0,0.1009,5000,0.00668086162107853
"contint","0.1",5000,10,0.01,"EF",0.0348,0.0346,0.0101,5000,0.00259187036712873
"contint","0.1",5000,10,0.05,"EF",0.119,0.1246,0.047,5000,0.00457906103912145
"contint","0.1",5000,10,0.1,"EF",0.1992,0.2058,0.0969,5000,0.00564835126386453
"contint","0.1",5000,10,0.01,"HL",0.0354,0.0352,0.0101,5000,0.00261330595223751
"contint","0.1",5000,10,0.05,"HL",0.12,0.1252,0.0472,5000,0.00459565011723042
"contint","0.1",5000,10,0.1,"HL",0.1998,0.2056,0.0971,5000,0.00565473182387989
"contint","0.1",5000,10,0.01,"HL-equalwidth",0.103911735205617,0.0018,0.0088,5000,0.00431541623698513
"contint","0.1",5000,10,0.05,"HL-equalwidth",0.263991975927783,0.007,0.048,5000,0.00623378236022927
"contint","0.1",5000,10,0.1,"HL-equalwidth",0.388164493480441,0.0148,0.0992,5000,0.00689192018934511
"contint","0.1",5000,10,0.01,"Pigeon-Heyse",0.0228,0.0338,0.0056,5000,0.00211093154791907
"contint","0.1",5000,10,0.05,"Pigeon-Heyse",0.0838,0.1238,0.029,5000,0.00391861097839528
"contint","0.1",5000,10,0.1,"Pigeon-Heyse",0.147,0.2032,0.064,5000,0.00500781389430558
"contint","0.1",5000,10,0.01,"Stukel",NA,NA,0.0247,5000,NA
"contint","0.1",5000,10,0.05,"Stukel",NA,NA,0.069,5000,NA
"contint","0.1",5000,10,0.1,"Stukel",NA,NA,0.111,5000,NA
"contint","0.1",5000,10,0.01,"Tsiatis",0.0476,0.0368,0.0137,5000,0.00301112072159188
"contint","0.1",5000,10,0.05,"Tsiatis",0.1472,0.1424,0.0523,5000,0.00501063189627815
"contint","0.1",5000,10,0.1,"Tsiatis",0.2516,0.2392,0.1044,5000,0.0061367326811586
"contint","0.1",5000,10,0.01,"Xie",0.0368,0.0616,0.0056,5000,0.00266254614983478
"contint","0.1",5000,10,0.05,"Xie",0.13,0.186,0.0308,5000,0.00475604878023765
"contint","0.1",5000,10,0.1,"Xie",0.216,0.2748,0.0641,5000,0.00581969071343143
"contint","0.3",5000,10,0.01,"DEF.poly2",0.7128,0.7192,0.0099,5000,0.00639868986590224
"contint","0.3",5000,10,0.05,"DEF.poly2",0.8694,0.8718,0.0512,5000,0.00476536756189908
"contint","0.3",5000,10,0.1,"DEF.poly2",0.923,0.9242,0.1031,5000,0.00377017240985077
"contint","0.3",5000,10,0.01,"DEF.poly3",0.6262,0.6478,0.0087,5000,0.00684212773923434
"contint","0.3",5000,10,0.05,"DEF.poly3",0.8146,0.8174,0.0516,5000,0.00549594104771876
"contint","0.3",5000,10,0.1,"DEF.poly3",0.8796,0.8796,0.1051,5000,0.00460225683768301
"contint","0.3",5000,10,0.01,"DEF.stukel",0.7132,0.0294,0.0092,5000,0.00639602626636258
"contint","0.3",5000,10,0.05,"DEF.stukel",0.8714,0.1288,0.052,5000,0.0047341744792519
"contint","0.3",5000,10,0.1,"DEF.stukel",0.9234,0.2724,0.1009,5000,0.00376118172919097
"contint","0.3",5000,10,0.01,"EF",0.3592,0.359,0.0101,5000,0.00678491503262937
"contint","0.3",5000,10,0.05,"EF",0.584,0.5936,0.047,5000,0.00697056669145343
"contint","0.3",5000,10,0.1,"EF",0.7004,0.706,0.0969,5000,0.00647826890457628
"contint","0.3",5000,10,0.01,"HL",0.367,0.3658,0.0101,5000,0.00681631865452313
"contint","0.3",5000,10,0.05,"HL",0.5914,0.5976,0.0472,5000,0.00695192117331605
"contint","0.3",5000,10,0.1,"HL",0.7052,0.7108,0.0971,5000,0.00644814640032312
"contint","0.3",5000,10,0.01,"HL-equalwidth",0.4906,0.1316,0.0088,5000,0.00706981810232767
"contint","0.3",5000,10,0.05,"HL-equalwidth",0.7168,0.2924,0.048,5000,0.00637177777390266
"contint","0.3",5000,10,0.1,"HL-equalwidth",0.8092,0.3924,0.0992,5000,0.0055568940965255
"contint","0.3",5000,10,0.01,"Pigeon-Heyse",0.3016,0.3642,0.0056,5000,0.00649056915840206
"contint","0.3",5000,10,0.05,"Pigeon-Heyse",0.5176,0.5962,0.029,5000,0.00706668578613766
"contint","0.3",5000,10,0.1,"Pigeon-Heyse",0.6324,0.7096,0.064,5000,0.00681865441271223
"contint","0.3",5000,10,0.01,"Stukel",0.736988847583643,0.597583643122677,0.0247,5000,0.00622633577830455
"contint","0.3",5000,10,0.05,"Stukel",0.87546468401487,0.844795539033457,0.069,5000,0.0046696096423066
"contint","0.3",5000,10,0.1,"Stukel",0.922862453531598,0.912639405204461,0.111,5000,0.00377325709151223
"contint","0.3",5000,10,0.01,"Tsiatis",0.6,0.5492,0.0137,5000,0.00692820323027551
"contint","0.3",5000,10,0.05,"Tsiatis",0.8012,0.7938,0.0523,5000,0.00564408646283878
"contint","0.3",5000,10,0.1,"Tsiatis",0.8768,0.8694,0.1044,5000,0.00464804819252124
"contint","0.3",5000,10,0.01,"Xie",0.5968,0.6746,0.0056,5000,0.00693728707781363
"contint","0.3",5000,10,0.05,"Xie",0.8014,0.8588,0.0308,5000,0.0056419507264775
"contint","0.3",5000,10,0.1,"Xie",0.883,0.914,0.0641,5000,0.00454556927127945
"contint","0.5",5000,10,0.01,"DEF.poly2",0.9506,0.9516,0.0099,5000,0.0030646252625729
"contint","0.5",5000,10,0.05,"DEF.poly2",0.9862,0.9864,0.0512,5000,0.00164982180855994
"contint","0.5",5000,10,0.1,"DEF.poly2",0.9938,0.9938,0.1031,5000,0.00111009549138801
"contint","0.5",5000,10,0.01,"DEF.poly3",0.925,0.9348,0.0087,5000,0.00372491610643783
"contint","0.5",5000,10,0.05,"DEF.poly3",0.9778,0.978,0.0516,5000,0.00208361032825238
"contint","0.5",5000,10,0.1,"DEF.poly3",0.9892,0.9892,0.1051,5000,0.00146173595426808
"contint","0.5",5000,10,0.01,"DEF.stukel",0.9578,0.6776,0.0092,5000,0.00284320804725929
"contint","0.5",5000,10,0.05,"DEF.stukel",0.9892,0.8666,0.052,5000,0.00146173595426808
"contint","0.5",5000,10,0.1,"DEF.stukel",0.9958,0.928,0.1009,5000,0.000914588432028307
"contint","0.5",5000,10,0.01,"EF",0.762,0.761,0.0101,5000,0.00602255759623766
"contint","0.5",5000,10,0.05,"EF",0.8918,0.8948,0.047,5000,0.00439301172318035
"contint","0.5",5000,10,0.1,"EF",0.9356,0.9374,0.0969,5000,0.00347138704266753
"contint","0.5",5000,10,0.01,"HL",0.7716,0.7708,0.0101,5000,0.00593689211625072
"contint","0.5",5000,10,0.05,"HL",0.8962,0.8994,0.0472,5000,0.00431336434816258
"contint","0.5",5000,10,0.1,"HL",0.9396,0.9406,0.0971,5000,0.00336903072114221
"contint","0.5",5000,10,0.01,"HL-equalwidth",0.7346,0.5308,0.0088,5000,0.00624440293382802
"contint","0.5",5000,10,0.05,"HL-equalwidth",0.8894,0.7258,0.048,5000,0.00443548509184734
"contint","0.5",5000,10,0.1,"HL-equalwidth",0.9372,0.8116,0.0992,5000,0.00343092290790685
"contint","0.5",5000,10,0.01,"Pigeon-Heyse",0.7228,0.7714,0.0056,5000,0.00633024738853072
"contint","0.5",5000,10,0.05,"Pigeon-Heyse",0.8676,0.9,0.029,5000,0.00479312507660712
"contint","0.5",5000,10,0.1,"Pigeon-Heyse",0.918,0.9408,0.064,5000,0.00388010309141394
"contint","0.5",5000,10,0.01,"Stukel",0.970182109265559,0.937762657594557,0.0247,5000,0.0024053600198968
"contint","0.5",5000,10,0.05,"Stukel",0.991394836902141,0.987992795677406,0.069,5000,0.00130622465647514
"contint","0.5",5000,10,0.1,"Stukel",0.995997598559135,0.994996998198919,0.111,5000,0.000892903379271315
"contint","0.5",5000,10,0.01,"Tsiatis",0.9874,0.9794,0.0137,5000,0.00157741814367656
"contint","0.5",5000,10,0.05,"Tsiatis",0.9978,0.9974,0.0523,5000,0.000662594898863548
"contint","0.5",5000,10,0.1,"Tsiatis",0.9994,0.9992,0.1044,5000,0.000346306222872199
"contint","0.5",5000,10,0.01,"Xie",0.9888,0.9928,0.0056,5000,0.00148825804214189
"contint","0.5",5000,10,0.05,"Xie",0.9988,0.9994,0.0308,5000,0.000489603921552918
"contint","0.5",5000,10,0.1,"Xie",0.9996,0.9998,0.0641,5000,0.000282786138274123
"contint","0.7",5000,10,0.01,"DEF.poly2",0.9986,0.9986,0.0099,5000,0.000528779727296718
"contint","0.7",5000,10,0.05,"DEF.poly2",1,1,0.0512,5000,0
"contint","0.7",5000,10,0.1,"DEF.poly2",1,1,0.1031,5000,0
"contint","0.7",5000,10,0.01,"DEF.poly3",0.999,0.9992,0.0087,5000,0.00044698993277254
"contint","0.7",5000,10,0.05,"DEF.poly3",1,1,0.0516,5000,0
"contint","0.7",5000,10,0.1,"DEF.poly3",1,1,0.1051,5000,0
"contint","0.7",5000,10,0.01,"DEF.stukel",0.999799559029866,0.998396472238926,0.0092,5000,0.000200200296479184
"contint","0.7",5000,10,0.05,"DEF.stukel",1,0.999599118059731,0.052,5000,0
"contint","0.7",5000,10,0.1,"DEF.stukel",1,1,0.1009,5000,0
"contint","0.7",5000,10,0.01,"EF",0.9842,0.9838,0.0101,5000,0.00176353962246387
"contint","0.7",5000,10,0.05,"EF",0.9972,0.9974,0.047,5000,0.000747283078893136
"contint","0.7",5000,10,0.1,"EF",0.9986,0.9988,0.0969,5000,0.000528779727296718
"contint","0.7",5000,10,0.01,"HL",0.9872,0.987,0.0101,5000,0.0015897270205919
"contint","0.7",5000,10,0.05,"HL",0.9978,0.998,0.0472,5000,0.000662594898863548
"contint","0.7",5000,10,0.1,"HL",0.999,0.999,0.0971,5000,0.00044698993277254
